spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryFraction,spark.storage.memoryMapThreshold,runtime,interations
34.73074038,0.341703462,0.490837738,476.44663,3.654045091,5.924457929,6.678814979,716.5044415,79.23830199,73.45332853,6.611675763,1742542619,0.854977031,0.798950835,726.4294823,0.86845173,0.093511852,1189697263,1161436898,46.72158304,0.069292092,971.231422,0.873239445,19.8532387,1.760261496,222.6163613,0.517759236,3.389490812,216.535,34
34.64160362,0.333950826,0.478138396,475.8747034,3.655371099,5.947471934,6.664319855,722.4162281,79.14483274,72.92535052,6.660754229,1747064693,0.854403716,0.786223032,720.1919219,0.865599441,0.095354327,1191271558,1156181895,46.44163649,0.072422826,971.3049479,0.871969243,19.38926213,1.770395465,222.4793789,0.517439602,3.399420449,239.546,35
34.38153545,0.343711765,0.482245837,475.5804633,3.656016203,5.954467097,6.675994864,714.9670744,79.27196265,73.22679737,6.567222136,1738873590,0.85602485,0.790522881,720.9995857,0.869441477,0.080915668,1192014265,1158345227,46.81045723,0.072706159,970.9620956,0.884870092,19.90930561,1.760128812,222.054584,0.517231633,3.378648317,177.397,36
34.39398938,0.341743162,0.49025773,473.4165837,3.658234556,5.94935962,6.676960235,718.0515504,78.67943453,72.93006401,6.623006126,1735420775,0.85457245,0.786345768,724.1198581,0.87157667,0.085618042,1196125340,1160352252,46.69734523,0.068028743,971.0690614,0.873541182,19.72747528,1.758812976,222.5010834,0.520728308,3.388764363,267.323,37
34.70432915,0.339150714,0.48232021,471.8397628,3.655262251,5.964072504,6.662704642,720.5262491,79.40833332,72.24120119,6.630741525,1740177421,0.855250324,0.791851642,720.1997418,0.870044467,0.097927012,1185720459,1161105604,46.42380015,0.073396679,971.07762,0.876525122,19.54238585,1.759355913,222.3115218,0.52012747,3.37325955,212.981,38
34.71517611,0.333826804,0.481764065,472.3872146,3.657177167,5.937175635,6.676488527,715.5106678,78.91867353,72.36088219,6.628130406,1744702468,0.856904724,0.792483397,719.7731999,0.869443552,0.086128856,1192682266,1161020082,46.33456016,0.073533454,971.1209124,0.882501208,19.80297072,1.753335486,221.0812818,0.517767032,3.366150135,261.9,39
34.45454366,0.342128798,0.482185389,472.5367575,3.64856834,5.933535478,6.686193534,716.4087709,78.94094211,72.85166082,6.624633367,1737304088,0.855592386,0.788566216,723.4395071,0.869947706,0.08477278,1190445781,1158642487,46.43649032,0.072180349,971.2296088,0.884557762,19.58462177,1.75859719,221.0390817,0.519237809,3.377690727,210.851,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,运行时长,,最优配置,
,,,,,,,,,,,,,,,,,,,,,,,,,,10305.432,s,170.421,
,,,,,,,,,,,,,,,,,,,,,,,,,,171.7572,min,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2.86262,h,,
