spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryFraction,spark.storage.memoryMapThreshold,runtime
4.0,9.0,10.0,25.0,1.0,1.0,376.0,81.0,40.0,8.0,1920603223.0,0.71,0.0,564.0,0.53,0.0,1447459161.0,1985629738.0,39.0,0.0,673.0,1.0,45.0,3.0,486.0,0.88,3.0,219.926
3.0,10.0,15.0,47.0,0.0,0.0,297.0,100.0,36.0,2.0,1339491574.0,0.64,0.0,824.0,0.85,1.0,1420939392.0,1729666955.0,68.0,0.0,734.0,1.0,47.0,1.0,205.0,0.73,2.0,225.532
3.0,13.0,14.0,58.0,0.0,1.0,496.0,72.0,65.0,5.0,1354067634.0,0.79,1.0,731.0,0.58,1.0,1194618883.0,1279119174.0,65.0,0.0,936.0,0.0,17.0,3.0,411.0,0.67,4.0,453.038
3.0,13.0,12.0,64.0,1.0,0.0,231.0,83.0,103.0,10.0,2047676211.0,0.81,0.0,906.0,0.68,1.0,1272863760.0,1336203286.0,26.0,1.0,696.0,1.0,26.0,4.0,274.0,0.82,5.0,266.943
4.0,14.0,11.0,40.0,1.0,1.0,355.0,77.0,120.0,4.0,1578189805.0,0.61,1.0,971.0,0.72,1.0,1442823356.0,1425567041.0,41.0,0.0,747.0,1.0,18.0,2.0,225.0,0.63,3.0,258.441
4.0,8.0,14.0,9.0,0.0,0.0,332.0,66.0,63.0,5.0,1107229264.0,0.68,1.0,1004.0,0.74,0.0,1862152296.0,1332256429.0,64.0,0.0,920.0,0.0,47.0,2.0,342.0,0.65,5.0,227.554
2.0,11.0,16.0,17.0,0.0,0.0,438.0,59.0,61.0,9.0,1603230717.0,0.84,1.0,948.0,0.52,0.0,1437715910.0,2059789142.0,47.0,0.0,892.0,0.0,36.0,5.0,337.0,0.76,9.0,265.959
2.0,9.0,13.0,55.0,0.0,1.0,331.0,55.0,126.0,7.0,1964829893.0,0.5,1.0,743.0,0.74,1.0,1421818419.0,1872151669.0,31.0,0.0,513.0,1.0,18.0,5.0,441.0,0.66,3.0,256.051
2.0,11.0,9.0,15.0,1.0,1.0,387.0,42.0,53.0,9.0,1745560396.0,0.58,0.0,513.0,0.59,0.0,1883139191.0,1834148896.0,59.0,0.0,657.0,0.0,29.0,2.0,490.0,0.66,9.0,807.148
4.0,9.0,11.0,36.0,1.0,0.0,363.0,36.0,68.0,5.0,1438447547.0,0.7,0.0,538.0,0.79,1.0,1226247829.0,1557398554.0,26.0,1.0,611.0,1.0,20.0,1.0,373.0,0.66,5.0,231.038
4.0,12.0,9.0,36.0,0.0,1.0,367.0,43.0,116.0,6.0,1642831935.0,0.77,0.0,742.0,0.61,0.0,1883836890.0,1905891022.0,48.0,0.0,598.0,1.0,28.0,2.0,478.0,0.82,6.0,569.773
3.0,11.0,14.0,6.0,0.0,1.0,443.0,89.0,105.0,7.0,1954493186.0,0.8,0.0,713.0,0.64,0.0,1869513444.0,1604065512.0,48.0,1.0,771.0,1.0,18.0,4.0,425.0,0.65,9.0,230.527
3.0,8.0,15.0,21.0,1.0,1.0,374.0,45.0,123.0,3.0,1933343178.0,0.57,1.0,601.0,0.61,0.0,1651505810.0,1111836973.0,50.0,1.0,543.0,1.0,34.0,5.0,323.0,0.79,3.0,223.969
3.0,16.0,8.0,39.0,0.0,1.0,320.0,62.0,128.0,5.0,1796290210.0,0.51,0.0,870.0,0.53,1.0,1114405111.0,1141801309.0,59.0,0.0,527.0,1.0,44.0,3.0,166.0,0.66,10.0,270.535
2.0,14.0,15.0,30.0,0.0,1.0,375.0,117.0,120.0,5.0,1510304845.0,0.76,0.0,892.0,0.76,0.0,1237982235.0,1595319276.0,59.0,0.0,506.0,0.0,33.0,3.0,420.0,0.8,8.0,546.02
2.0,8.0,12.0,40.0,1.0,0.0,419.0,62.0,62.0,4.0,1781535499.0,0.73,1.0,584.0,0.82,1.0,1221083709.0,1543119483.0,68.0,1.0,805.0,0.0,18.0,1.0,458.0,0.85,10.0,221.567
3.0,13.0,13.0,57.0,0.0,0.0,424.0,96.0,48.0,6.0,1584463068.0,0.57,0.0,1012.0,0.86,0.0,2088714000.0,2143765759.0,59.0,0.0,924.0,1.0,47.0,4.0,214.0,0.63,1.0,221.451
4.0,8.0,15.0,11.0,1.0,1.0,274.0,93.0,78.0,7.0,2143503415.0,0.78,0.0,941.0,0.51,0.0,2033048906.0,2004809496.0,24.0,1.0,595.0,0.0,34.0,1.0,149.0,0.52,8.0,1016.77
4.0,15.0,13.0,10.0,0.0,1.0,220.0,33.0,89.0,10.0,1666412551.0,0.66,1.0,565.0,0.52,0.0,2144552005.0,1842479495.0,67.0,1.0,975.0,1.0,43.0,3.0,133.0,0.53,8.0,195.926
2.0,13.0,9.0,45.0,0.0,1.0,350.0,47.0,65.0,10.0,2005441955.0,0.67,1.0,792.0,0.72,1.0,1735349740.0,1166038557.0,52.0,1.0,868.0,1.0,18.0,5.0,270.0,0.78,2.0,377.239
3.0,12.0,15.0,46.0,0.0,0.0,269.0,72.0,33.0,4.0,1335064365.0,0.83,1.0,879.0,0.73,1.0,1993654772.0,1156974855.0,49.0,1.0,996.0,0.0,18.0,1.0,332.0,0.85,6.0,231.923
4.0,9.0,12.0,44.0,0.0,1.0,319.0,117.0,57.0,9.0,1936744454.0,0.76,0.0,526.0,0.6,0.0,1385922328.0,1767166151.0,51.0,0.0,711.0,0.0,33.0,5.0,460.0,0.65,8.0,316.224
4.0,13.0,15.0,46.0,1.0,1.0,397.0,55.0,108.0,8.0,2057941900.0,0.79,1.0,647.0,0.67,1.0,1827038317.0,1264475521.0,37.0,0.0,861.0,0.0,37.0,1.0,485.0,0.85,4.0,228.827
2.0,9.0,13.0,27.0,0.0,1.0,333.0,106.0,82.0,9.0,1741614927.0,0.7,1.0,982.0,0.63,1.0,1806412904.0,2021881647.0,69.0,1.0,848.0,1.0,43.0,2.0,224.0,0.62,1.0,388.392
2.0,11.0,11.0,43.0,1.0,0.0,231.0,53.0,94.0,5.0,1314662676.0,0.62,1.0,656.0,0.56,1.0,1907975453.0,2131767808.0,28.0,0.0,797.0,0.0,24.0,4.0,400.0,0.55,1.0,288.719
3.0,13.0,11.0,14.0,1.0,0.0,329.0,33.0,50.0,5.0,1121161442.0,0.64,1.0,552.0,0.51,0.0,2051794780.0,1829326811.0,25.0,1.0,626.0,0.0,37.0,2.0,179.0,0.66,5.0,312.813
4.0,10.0,13.0,37.0,1.0,1.0,222.0,54.0,63.0,10.0,1431668117.0,0.64,0.0,590.0,0.65,1.0,1921537607.0,1593677953.0,63.0,1.0,620.0,0.0,37.0,5.0,112.0,0.74,2.0,224.183
4.0,15.0,15.0,49.0,0.0,1.0,305.0,128.0,76.0,4.0,1830625873.0,0.82,1.0,783.0,0.51,0.0,2015838808.0,1759589134.0,40.0,0.0,862.0,0.0,20.0,2.0,374.0,0.86,7.0,677.429
3.0,14.0,9.0,26.0,1.0,1.0,465.0,66.0,38.0,1.0,1741643371.0,0.5,0.0,692.0,0.53,1.0,1693661972.0,1966832179.0,71.0,0.0,888.0,1.0,31.0,3.0,338.0,0.81,4.0,317.573
3.0,15.0,10.0,59.0,1.0,0.0,460.0,62.0,78.0,4.0,1205991944.0,0.75,0.0,954.0,0.66,1.0,1319857578.0,1499455824.0,67.0,1.0,691.0,0.0,24.0,2.0,338.0,0.7,2.0,403.197
2.0,10.0,10.0,53.0,1.0,1.0,280.0,117.0,56.0,9.0,1552832403.0,0.63,0.0,973.0,0.58,1.0,1655341433.0,1606149080.0,55.0,0.0,892.0,0.0,16.0,2.0,402.0,0.73,7.0,439.663
4.0,8.0,13.0,44.0,0.0,0.0,420.0,69.0,37.0,5.0,1235666417.0,0.59,0.0,847.0,0.61,0.0,1617984856.0,1169126337.0,44.0,1.0,767.0,1.0,29.0,5.0,315.0,0.53,2.0,231.708
4.0,12.0,10.0,26.0,0.0,1.0,243.0,62.0,123.0,7.0,2035059089.0,0.62,1.0,561.0,0.63,1.0,1334532774.0,2112388980.0,70.0,1.0,815.0,1.0,38.0,3.0,377.0,0.55,7.0,598.269
4.0,10.0,11.0,50.0,0.0,0.0,484.0,55.0,72.0,3.0,1216096072.0,0.81,0.0,730.0,0.79,0.0,1696875278.0,1398599164.0,65.0,1.0,703.0,1.0,19.0,2.0,288.0,0.62,1.0,227.392
3.0,13.0,15.0,26.0,0.0,0.0,293.0,116.0,64.0,4.0,1775933170.0,0.78,0.0,771.0,0.67,0.0,1113299644.0,1954234557.0,27.0,1.0,914.0,1.0,35.0,3.0,496.0,0.64,1.0,246.159
2.0,10.0,13.0,5.0,1.0,1.0,391.0,41.0,128.0,4.0,1466123871.0,0.88,1.0,704.0,0.61,1.0,1632688461.0,1348188960.0,31.0,1.0,965.0,1.0,42.0,5.0,263.0,0.72,10.0,298.69
2.0,9.0,16.0,45.0,0.0,0.0,441.0,60.0,54.0,5.0,2041420657.0,0.83,0.0,618.0,0.56,0.0,1147481803.0,1089553938.0,50.0,0.0,657.0,1.0,17.0,4.0,269.0,0.79,10.0,235.906
4.0,16.0,15.0,2.0,1.0,0.0,250.0,117.0,85.0,6.0,1793876873.0,0.59,0.0,533.0,0.68,1.0,2082839236.0,1373483516.0,69.0,0.0,776.0,0.0,25.0,4.0,445.0,0.64,9.0,1333.301
4.0,15.0,12.0,17.0,0.0,0.0,254.0,45.0,42.0,1.0,1357115068.0,0.76,1.0,759.0,0.52,0.0,1441369863.0,2053729530.0,24.0,1.0,927.0,0.0,28.0,3.0,242.0,0.6,6.0,346.775
2.0,8.0,8.0,22.0,1.0,0.0,299.0,54.0,93.0,7.0,1465190040.0,0.75,0.0,994.0,0.81,1.0,1871803142.0,1602120660.0,32.0,0.0,775.0,1.0,28.0,5.0,201.0,0.76,6.0,481.127
3.0,12.0,13.0,41.0,0.0,0.0,463.0,121.0,33.0,1.0,1923260418.0,0.76,0.0,981.0,0.88,0.0,1383831560.0,2093361704.0,50.0,0.0,927.0,1.0,34.0,3.0,100.0,0.65,6.0,213.197
2.0,10.0,13.0,62.0,1.0,0.0,486.0,116.0,102.0,7.0,1585482957.0,0.77,0.0,653.0,0.87,0.0,2043865036.0,1460360818.0,59.0,0.0,967.0,0.0,28.0,2.0,398.0,0.69,1.0,248.455
4.0,12.0,12.0,44.0,1.0,0.0,404.0,120.0,57.0,3.0,1673179058.0,0.72,0.0,680.0,0.67,1.0,1448534495.0,1634179633.0,41.0,1.0,631.0,1.0,22.0,4.0,466.0,0.8,4.0,403.66
2.0,13.0,10.0,4.0,0.0,1.0,423.0,64.0,39.0,9.0,1903084094.0,0.85,0.0,769.0,0.84,0.0,1249048193.0,1522183726.0,47.0,1.0,750.0,0.0,25.0,4.0,261.0,0.87,1.0,299.954
3.0,14.0,12.0,24.0,1.0,1.0,346.0,66.0,32.0,9.0,1742729210.0,0.54,0.0,832.0,0.64,0.0,1385810793.0,2073143677.0,60.0,1.0,519.0,0.0,42.0,3.0,355.0,0.59,2.0,299.493
4.0,12.0,9.0,45.0,0.0,0.0,224.0,72.0,90.0,8.0,1514233985.0,0.89,0.0,591.0,0.87,1.0,1898928771.0,1408516883.0,33.0,1.0,594.0,1.0,28.0,1.0,174.0,0.77,1.0,528.392
4.0,13.0,13.0,36.0,1.0,1.0,251.0,46.0,96.0,10.0,1164687148.0,0.84,0.0,660.0,0.86,0.0,1215784089.0,1774328016.0,52.0,1.0,614.0,1.0,26.0,1.0,242.0,0.82,7.0,212.738
3.0,9.0,16.0,25.0,0.0,1.0,491.0,39.0,82.0,3.0,1159181529.0,0.82,1.0,519.0,0.86,1.0,1231369940.0,1628805634.0,35.0,0.0,773.0,1.0,31.0,5.0,365.0,0.59,6.0,230.055
3.0,8.0,16.0,16.0,1.0,0.0,335.0,106.0,75.0,10.0,1635817828.0,0.63,0.0,760.0,0.83,0.0,2134133121.0,1971339619.0,68.0,1.0,548.0,1.0,37.0,1.0,347.0,0.54,4.0,225.569
4.0,9.0,11.0,55.0,1.0,1.0,443.0,103.0,110.0,2.0,1829498081.0,0.62,1.0,578.0,0.79,0.0,1410630020.0,2011717195.0,25.0,0.0,584.0,0.0,37.0,5.0,233.0,0.82,6.0,614.861
2.0,16.0,10.0,62.0,1.0,1.0,455.0,76.0,71.0,9.0,1600189907.0,0.81,1.0,575.0,0.86,0.0,1868110721.0,2137360879.0,68.0,0.0,501.0,0.0,36.0,4.0,438.0,0.57,5.0,301.601
4.0,11.0,12.0,37.0,1.0,1.0,487.0,39.0,43.0,9.0,1832003260.0,0.7,0.0,576.0,0.64,1.0,1271466561.0,1164190258.0,58.0,0.0,846.0,0.0,17.0,2.0,167.0,0.55,8.0,233.927
4.0,14.0,10.0,22.0,0.0,1.0,332.0,127.0,82.0,10.0,1623024636.0,0.7,1.0,788.0,0.58,1.0,1258836073.0,1475816293.0,68.0,0.0,997.0,0.0,42.0,3.0,251.0,0.87,7.0,373.988
4.0,16.0,9.0,38.0,1.0,1.0,489.0,78.0,89.0,2.0,2053883634.0,0.59,0.0,858.0,0.69,0.0,1688355690.0,2044083671.0,35.0,1.0,886.0,1.0,20.0,3.0,493.0,0.56,5.0,404.077
3.0,14.0,16.0,22.0,1.0,1.0,444.0,65.0,63.0,1.0,2017778802.0,0.86,1.0,546.0,0.57,0.0,1702633178.0,1526756452.0,30.0,1.0,831.0,0.0,48.0,1.0,291.0,0.83,7.0,246.016
4.0,16.0,15.0,50.0,1.0,1.0,277.0,57.0,123.0,9.0,2049374901.0,0.63,1.0,880.0,0.73,0.0,1982284386.0,2101897224.0,46.0,0.0,925.0,1.0,18.0,3.0,390.0,0.81,9.0,219.271
4.0,11.0,11.0,22.0,0.0,0.0,478.0,44.0,98.0,5.0,1573556385.0,0.62,1.0,847.0,0.74,0.0,2015176346.0,1901570657.0,40.0,0.0,998.0,0.0,29.0,2.0,464.0,0.6,9.0,726.993
3.0,11.0,11.0,59.0,1.0,1.0,213.0,43.0,45.0,2.0,2023081162.0,0.76,1.0,701.0,0.77,1.0,1844362848.0,2128018689.0,28.0,0.0,804.0,1.0,35.0,2.0,316.0,0.74,8.0,232.659
2.0,15.0,11.0,6.0,1.0,0.0,489.0,81.0,74.0,10.0,1636102435.0,0.79,0.0,836.0,0.72,1.0,1381961555.0,2102973140.0,39.0,0.0,629.0,0.0,36.0,5.0,328.0,0.85,4.0,405.697
2.0,15.0,9.0,16.0,1.0,0.0,478.0,60.0,112.0,7.0,1089724704.0,0.71,1.0,615.0,0.68,1.0,1880343707.0,1355550140.0,31.0,1.0,889.0,1.0,20.0,5.0,142.0,0.78,6.0,363.895
2.0,14.0,11.0,33.0,1.0,0.0,491.0,120.0,62.0,5.0,1153415771.0,0.68,1.0,803.0,0.52,0.0,1354958325.0,1232243848.0,48.0,0.0,661.0,0.0,19.0,3.0,468.0,0.59,9.0,244.199
3.0,14.0,10.0,13.0,1.0,1.0,382.0,98.0,127.0,8.0,1689244760.0,0.73,0.0,783.0,0.83,0.0,1214183257.0,1960315239.0,44.0,1.0,972.0,1.0,39.0,5.0,246.0,0.53,7.0,395.217
2.0,16.0,15.0,36.0,0.0,1.0,316.0,116.0,54.0,2.0,1475978938.0,0.81,1.0,694.0,0.82,0.0,1812830207.0,1659666868.0,62.0,0.0,953.0,0.0,17.0,5.0,334.0,0.89,7.0,246.442
4.0,10.0,16.0,41.0,1.0,0.0,404.0,35.0,111.0,4.0,1914149441.0,0.78,1.0,840.0,0.56,0.0,1143426886.0,1282382424.0,57.0,1.0,633.0,0.0,33.0,3.0,357.0,0.54,5.0,501.268
4.0,12.0,9.0,7.0,0.0,1.0,225.0,34.0,93.0,2.0,1186447558.0,0.72,1.0,875.0,0.84,0.0,1897152127.0,1368060220.0,30.0,1.0,676.0,1.0,19.0,2.0,322.0,0.81,1.0,567.368
2.0,14.0,13.0,56.0,0.0,0.0,290.0,102.0,127.0,2.0,1830353195.0,0.51,0.0,692.0,0.84,0.0,2021243211.0,1167901995.0,26.0,1.0,649.0,0.0,48.0,1.0,148.0,0.69,10.0,283.015
4.0,10.0,14.0,45.0,1.0,1.0,376.0,70.0,99.0,2.0,1080804845.0,0.84,0.0,942.0,0.56,1.0,1362034561.0,1755907133.0,42.0,1.0,765.0,1.0,42.0,5.0,117.0,0.83,4.0,217.948
2.0,10.0,9.0,4.0,1.0,1.0,367.0,104.0,105.0,5.0,1819345466.0,0.76,1.0,607.0,0.83,1.0,1403960923.0,1140704031.0,28.0,0.0,996.0,1.0,38.0,1.0,186.0,0.82,6.0,444.168
4.0,15.0,16.0,34.0,1.0,1.0,431.0,33.0,97.0,4.0,1469222083.0,0.67,0.0,750.0,0.66,0.0,2005320798.0,1901519681.0,60.0,0.0,748.0,1.0,35.0,1.0,190.0,0.72,4.0,199.682
2.0,16.0,12.0,43.0,0.0,1.0,281.0,97.0,59.0,7.0,1580411605.0,0.79,0.0,672.0,0.55,1.0,1462681019.0,1447009239.0,45.0,1.0,633.0,1.0,18.0,5.0,352.0,0.57,6.0,253.943
2.0,10.0,12.0,29.0,1.0,0.0,259.0,32.0,42.0,5.0,2070462037.0,0.73,1.0,986.0,0.62,1.0,1841335137.0,1711392213.0,25.0,0.0,501.0,1.0,26.0,2.0,391.0,0.55,10.0,243.137
4.0,12.0,12.0,49.0,0.0,0.0,365.0,128.0,73.0,10.0,1781924296.0,0.62,0.0,642.0,0.74,1.0,1728116229.0,2089901034.0,56.0,1.0,547.0,0.0,35.0,3.0,169.0,0.89,4.0,359.838
4.0,16.0,10.0,44.0,1.0,1.0,395.0,85.0,105.0,1.0,1439121802.0,0.61,1.0,889.0,0.54,1.0,1688610921.0,1614970279.0,47.0,0.0,895.0,1.0,20.0,4.0,443.0,0.57,7.0,396.605
3.0,13.0,15.0,17.0,0.0,0.0,293.0,68.0,75.0,4.0,1995433104.0,0.52,0.0,940.0,0.88,1.0,1931449177.0,1595360064.0,41.0,1.0,708.0,1.0,47.0,3.0,124.0,0.54,8.0,242.611
3.0,16.0,16.0,35.0,1.0,0.0,300.0,70.0,112.0,7.0,1167627635.0,0.88,1.0,694.0,0.88,0.0,1687739379.0,1395395983.0,64.0,0.0,681.0,0.0,36.0,2.0,355.0,0.84,4.0,422.033
4.0,13.0,9.0,5.0,0.0,0.0,321.0,48.0,121.0,6.0,1094790598.0,0.79,0.0,587.0,0.75,0.0,1492373491.0,1411535240.0,61.0,1.0,880.0,1.0,18.0,1.0,392.0,0.75,9.0,447.237
4.0,12.0,9.0,40.0,1.0,0.0,396.0,85.0,38.0,1.0,1734455570.0,0.59,1.0,620.0,0.6,0.0,1491134896.0,1253852618.0,34.0,1.0,997.0,0.0,40.0,4.0,151.0,0.52,6.0,819.731
2.0,9.0,10.0,7.0,1.0,0.0,284.0,91.0,62.0,3.0,1390893980.0,0.55,0.0,891.0,0.58,1.0,1308634792.0,1392287200.0,64.0,1.0,796.0,0.0,44.0,4.0,374.0,0.67,2.0,244.796
3.0,9.0,12.0,42.0,0.0,0.0,480.0,66.0,124.0,6.0,1623863173.0,0.61,0.0,760.0,0.87,1.0,1612849622.0,1541283526.0,34.0,1.0,923.0,1.0,27.0,5.0,275.0,0.53,5.0,194.596
2.0,14.0,15.0,33.0,0.0,1.0,402.0,38.0,72.0,1.0,1251525705.0,0.59,1.0,827.0,0.54,1.0,1576903110.0,1276681580.0,29.0,0.0,518.0,1.0,47.0,3.0,445.0,0.82,2.0,217.387
3.0,14.0,10.0,38.0,0.0,0.0,204.0,49.0,104.0,6.0,1318375692.0,0.61,0.0,549.0,0.61,1.0,1199235570.0,1855618324.0,38.0,0.0,691.0,1.0,36.0,1.0,110.0,0.71,7.0,375.539
3.0,8.0,14.0,28.0,0.0,0.0,256.0,44.0,53.0,8.0,1773604515.0,0.66,1.0,608.0,0.61,1.0,1833177927.0,1813116608.0,60.0,1.0,867.0,0.0,44.0,3.0,414.0,0.51,9.0,225.068
2.0,14.0,8.0,43.0,1.0,0.0,241.0,59.0,63.0,4.0,1375083953.0,0.64,1.0,745.0,0.81,0.0,1951755099.0,1717748990.0,66.0,0.0,526.0,1.0,28.0,1.0,286.0,0.75,3.0,395.598
4.0,10.0,15.0,16.0,0.0,1.0,273.0,71.0,58.0,10.0,1585817774.0,0.76,1.0,741.0,0.7,1.0,1961529358.0,1905508654.0,25.0,0.0,650.0,0.0,48.0,2.0,113.0,0.69,6.0,241.494
4.0,14.0,9.0,41.0,0.0,0.0,443.0,42.0,52.0,9.0,2023816494.0,0.75,0.0,831.0,0.55,0.0,1537261837.0,1109777218.0,67.0,1.0,888.0,0.0,16.0,4.0,202.0,0.8,3.0,485.923
3.0,14.0,15.0,5.0,1.0,1.0,355.0,127.0,40.0,2.0,1140644234.0,0.57,1.0,901.0,0.62,0.0,1278151230.0,1109786253.0,65.0,0.0,614.0,1.0,26.0,1.0,322.0,0.72,1.0,276.358
2.0,14.0,15.0,11.0,1.0,0.0,299.0,47.0,96.0,3.0,1764745956.0,0.86,0.0,719.0,0.53,0.0,1922117285.0,1084082354.0,54.0,1.0,909.0,1.0,24.0,4.0,130.0,0.86,10.0,225.02
2.0,9.0,11.0,16.0,0.0,1.0,448.0,32.0,100.0,1.0,1289082346.0,0.87,1.0,772.0,0.66,0.0,1778041683.0,1330815944.0,29.0,0.0,556.0,1.0,48.0,1.0,265.0,0.5,2.0,307.838
2.0,16.0,16.0,3.0,1.0,0.0,454.0,66.0,127.0,10.0,1795690729.0,0.84,1.0,828.0,0.58,0.0,1207750872.0,1787673410.0,53.0,1.0,810.0,0.0,28.0,4.0,286.0,0.85,7.0,258.411
2.0,14.0,9.0,51.0,0.0,1.0,244.0,60.0,123.0,2.0,1518441838.0,0.75,1.0,570.0,0.78,0.0,1930018700.0,1670173838.0,25.0,1.0,882.0,1.0,32.0,3.0,187.0,0.81,4.0,447.389
2.0,11.0,16.0,23.0,1.0,0.0,379.0,87.0,58.0,5.0,1529411337.0,0.7,0.0,792.0,0.55,0.0,1302248478.0,1478118375.0,35.0,0.0,524.0,0.0,48.0,5.0,361.0,0.69,9.0,235.713
2.0,14.0,16.0,36.0,0.0,0.0,220.0,52.0,119.0,5.0,2131930737.0,0.72,0.0,906.0,0.68,1.0,2093788588.0,1775728366.0,63.0,1.0,984.0,0.0,17.0,3.0,367.0,0.64,2.0,690.44
3.0,10.0,15.0,63.0,1.0,0.0,432.0,115.0,71.0,10.0,2043462918.0,0.63,0.0,588.0,0.52,1.0,1083580967.0,1941430174.0,25.0,1.0,847.0,1.0,42.0,2.0,224.0,0.87,10.0,247.785
3.0,12.0,12.0,28.0,0.0,0.0,295.0,73.0,89.0,4.0,1093176924.0,0.73,1.0,854.0,0.75,0.0,1194942194.0,1694583939.0,54.0,0.0,816.0,0.0,40.0,4.0,457.0,0.57,7.0,288.254
4.0,13.0,11.0,29.0,0.0,0.0,406.0,42.0,60.0,8.0,1321973568.0,0.87,1.0,989.0,0.87,1.0,2018897349.0,2061037785.0,72.0,0.0,685.0,0.0,20.0,1.0,334.0,0.68,5.0,546.619
3.0,10.0,9.0,37.0,0.0,0.0,389.0,118.0,106.0,2.0,2069611979.0,0.5,0.0,932.0,0.81,0.0,1922493249.0,1897513858.0,40.0,1.0,612.0,1.0,24.0,4.0,404.0,0.78,4.0,263.345
3.0,11.0,15.0,57.0,0.0,1.0,390.0,66.0,110.0,3.0,1419399941.0,0.63,0.0,863.0,0.6,0.0,1636514561.0,1543343963.0,27.0,1.0,877.0,1.0,38.0,1.0,305.0,0.68,10.0,277.029
3.0,8.0,16.0,33.0,1.0,0.0,336.0,86.0,48.0,6.0,1804498055.0,0.7,1.0,922.0,0.8,1.0,1441431395.0,1403098613.0,61.0,1.0,578.0,1.0,21.0,5.0,289.0,0.52,3.0,243.906
4.0,13.0,8.0,17.0,1.0,1.0,233.0,124.0,52.0,8.0,1208339936.0,0.65,0.0,746.0,0.51,0.0,2110423026.0,1878779365.0,58.0,0.0,740.0,1.0,47.0,1.0,142.0,0.58,8.0,414.488
2.0,13.0,10.0,20.0,0.0,0.0,447.0,117.0,85.0,9.0,1164500445.0,0.85,0.0,591.0,0.57,1.0,1886421748.0,2066664181.0,71.0,0.0,663.0,0.0,47.0,2.0,208.0,0.72,3.0,367.839
4.0,9.0,15.0,59.0,0.0,1.0,325.0,90.0,66.0,6.0,2099851873.0,0.76,0.0,672.0,0.85,1.0,1718938639.0,1647235388.0,67.0,0.0,532.0,0.0,40.0,5.0,281.0,0.52,4.0,227.739
4.0,10.0,15.0,24.0,0.0,0.0,493.0,126.0,114.0,3.0,1286917793.0,0.67,1.0,538.0,0.51,0.0,1258974506.0,1214586947.0,64.0,0.0,739.0,1.0,38.0,3.0,345.0,0.82,9.0,223.637
2.0,15.0,16.0,41.0,0.0,1.0,203.0,44.0,125.0,5.0,1578470729.0,0.78,0.0,684.0,0.74,0.0,1953754052.0,1607936472.0,45.0,0.0,786.0,1.0,18.0,3.0,271.0,0.72,4.0,673.94
3.0,15.0,16.0,34.0,1.0,0.0,429.0,106.0,78.0,1.0,1903670488.0,0.68,1.0,546.0,0.65,0.0,1530476401.0,2037722443.0,65.0,0.0,647.0,1.0,33.0,3.0,191.0,0.5,5.0,211.467
4.0,12.0,11.0,13.0,1.0,1.0,484.0,120.0,97.0,6.0,1587972495.0,0.55,1.0,970.0,0.51,0.0,1445733856.0,1573236209.0,58.0,1.0,563.0,1.0,19.0,5.0,303.0,0.85,3.0,258.718
3.0,15.0,10.0,57.0,0.0,1.0,359.0,69.0,77.0,6.0,2094065945.0,0.56,0.0,546.0,0.69,0.0,1749900372.0,1665248516.0,40.0,1.0,626.0,1.0,27.0,2.0,378.0,0.6,1.0,251.555
3.0,14.0,9.0,32.0,1.0,0.0,270.0,42.0,125.0,9.0,1369485831.0,0.52,0.0,840.0,0.8,0.0,1375082387.0,1255244744.0,36.0,1.0,585.0,0.0,36.0,1.0,428.0,0.56,1.0,814.282
2.0,12.0,9.0,21.0,0.0,1.0,230.0,63.0,75.0,4.0,1102322185.0,0.71,0.0,626.0,0.66,1.0,1823262380.0,1469110633.0,63.0,1.0,712.0,1.0,32.0,1.0,309.0,0.79,3.0,492.399
2.0,13.0,14.0,14.0,1.0,1.0,390.0,121.0,42.0,2.0,1405066296.0,0.52,0.0,749.0,0.67,1.0,1628400186.0,1767130694.0,68.0,0.0,527.0,1.0,34.0,1.0,399.0,0.58,6.0,199.505
3.0,13.0,15.0,40.0,0.0,0.0,289.0,46.0,38.0,10.0,1659595899.0,0.56,1.0,782.0,0.66,1.0,1262018081.0,1324633989.0,58.0,0.0,589.0,0.0,19.0,4.0,293.0,0.8,3.0,527.864
3.0,9.0,8.0,33.0,0.0,1.0,457.0,103.0,107.0,8.0,1353183531.0,0.55,0.0,627.0,0.55,0.0,1893318269.0,1574056028.0,59.0,0.0,627.0,1.0,42.0,4.0,325.0,0.85,5.0,247.607
2.0,10.0,11.0,43.0,0.0,0.0,206.0,38.0,95.0,6.0,1838541535.0,0.86,1.0,572.0,0.68,0.0,1287067589.0,1442793252.0,64.0,0.0,726.0,1.0,47.0,2.0,116.0,0.77,4.0,208.85
