spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryFraction,spark.storage.memoryMapThreshold,runtime
2.0,8.0,9.0,39.0,0.0,1.0,362.0,39.0,51.0,10.0,1841160598.0,0.63,0.0,738.0,0.8,1.0,1395015763.0,1894313415.0,37.0,0.0,532.0,0.0,46.0,1.0,314.0,0.59,5.0,453.802
2.0,16.0,11.0,27.0,0.0,0.0,342.0,76.0,115.0,2.0,1972721586.0,0.51,1.0,868.0,0.62,1.0,1156268860.0,1146207788.0,50.0,0.0,881.0,0.0,32.0,5.0,224.0,0.6,4.0,310.965
2.0,11.0,12.0,21.0,1.0,0.0,208.0,91.0,70.0,9.0,1564636427.0,0.52,0.0,757.0,0.51,0.0,1153769537.0,1285283312.0,51.0,0.0,572.0,1.0,39.0,1.0,371.0,0.83,8.0,205.834
2.0,9.0,10.0,46.0,1.0,1.0,445.0,104.0,63.0,5.0,1332211214.0,0.55,1.0,1002.0,0.89,1.0,1214131275.0,1952761958.0,52.0,0.0,738.0,1.0,35.0,5.0,163.0,0.53,5.0,240.922
3.0,14.0,15.0,39.0,1.0,0.0,341.0,113.0,80.0,4.0,2033557703.0,0.82,0.0,868.0,0.67,1.0,1390170999.0,1304489823.0,59.0,1.0,760.0,0.0,18.0,2.0,285.0,0.82,9.0,312.188
4.0,16.0,9.0,32.0,1.0,0.0,288.0,81.0,123.0,9.0,2062169382.0,0.84,0.0,682.0,0.7,0.0,1132022664.0,1100943090.0,52.0,0.0,859.0,0.0,38.0,5.0,105.0,0.52,5.0,842.512
4.0,9.0,9.0,8.0,1.0,1.0,427.0,123.0,103.0,5.0,1377164697.0,0.51,1.0,984.0,0.75,1.0,1655747335.0,1302284274.0,63.0,1.0,984.0,1.0,18.0,1.0,319.0,0.72,9.0,262.563
2.0,9.0,8.0,10.0,0.0,1.0,261.0,72.0,75.0,2.0,1192813378.0,0.84,1.0,905.0,0.76,1.0,2080802597.0,1352041696.0,30.0,1.0,624.0,1.0,18.0,4.0,424.0,0.73,2.0,539.382
2.0,12.0,15.0,8.0,1.0,1.0,208.0,84.0,88.0,1.0,2066021198.0,0.51,0.0,974.0,0.84,1.0,1735008846.0,1306246599.0,57.0,0.0,507.0,0.0,25.0,5.0,492.0,0.86,7.0,244.135
2.0,8.0,10.0,35.0,1.0,0.0,212.0,32.0,100.0,8.0,1649140210.0,0.69,0.0,568.0,0.8,0.0,1583623664.0,1508096753.0,34.0,0.0,924.0,0.0,46.0,5.0,249.0,0.67,1.0,365.654
2.0,13.0,13.0,9.0,1.0,1.0,277.0,41.0,64.0,4.0,1852780821.0,0.69,0.0,842.0,0.87,0.0,1778098958.0,1818756094.0,37.0,1.0,501.0,0.0,25.0,1.0,259.0,0.79,6.0,247.211
2.0,14.0,15.0,22.0,1.0,1.0,241.0,95.0,38.0,9.0,2102930152.0,0.59,0.0,644.0,0.77,0.0,1600627148.0,1869111956.0,40.0,1.0,988.0,0.0,22.0,3.0,441.0,0.73,5.0,257.593
4.0,12.0,13.0,9.0,0.0,0.0,331.0,48.0,99.0,6.0,1940009831.0,0.54,1.0,634.0,0.87,0.0,1307797910.0,1462357041.0,62.0,0.0,627.0,1.0,39.0,5.0,387.0,0.66,6.0,215.286
2.0,15.0,11.0,30.0,0.0,0.0,492.0,84.0,128.0,4.0,1110196247.0,0.67,1.0,756.0,0.79,1.0,1757180441.0,1645159943.0,33.0,0.0,905.0,0.0,36.0,1.0,485.0,0.52,6.0,256.145
4.0,14.0,8.0,40.0,1.0,0.0,350.0,55.0,37.0,3.0,1454273455.0,0.76,0.0,599.0,0.73,1.0,2076265849.0,1363905132.0,41.0,0.0,743.0,1.0,21.0,2.0,484.0,0.85,1.0,668.204
4.0,8.0,16.0,31.0,0.0,0.0,221.0,119.0,48.0,6.0,1541171295.0,0.58,1.0,645.0,0.59,1.0,1495885404.0,1822518693.0,65.0,1.0,878.0,0.0,41.0,1.0,220.0,0.53,1.0,215.45
4.0,15.0,15.0,15.0,1.0,1.0,439.0,94.0,126.0,1.0,1928784531.0,0.76,1.0,569.0,0.55,0.0,1422081841.0,1391712173.0,68.0,0.0,555.0,1.0,46.0,3.0,146.0,0.72,2.0,688.439
2.0,16.0,12.0,44.0,1.0,1.0,206.0,102.0,55.0,7.0,1354296858.0,0.69,1.0,791.0,0.79,1.0,1335094106.0,1657608939.0,62.0,1.0,629.0,1.0,35.0,5.0,498.0,0.68,10.0,256.382
3.0,14.0,8.0,14.0,1.0,0.0,235.0,32.0,64.0,9.0,2002263083.0,0.81,0.0,989.0,0.52,1.0,2026578966.0,1633379808.0,32.0,1.0,706.0,0.0,42.0,2.0,293.0,0.72,1.0,411.335
2.0,10.0,13.0,56.0,1.0,1.0,435.0,87.0,75.0,5.0,1755866921.0,0.7,0.0,866.0,0.81,0.0,1812812169.0,1146908817.0,70.0,0.0,539.0,1.0,23.0,5.0,396.0,0.75,6.0,202.983
2.0,12.0,14.0,23.0,0.0,0.0,467.0,92.0,38.0,10.0,1330208613.0,0.57,1.0,933.0,0.8,0.0,1789254029.0,1152328867.0,52.0,0.0,700.0,1.0,19.0,1.0,207.0,0.57,2.0,236.842
4.0,8.0,11.0,41.0,1.0,1.0,402.0,120.0,93.0,9.0,1606041858.0,0.84,1.0,1003.0,0.74,0.0,1429365676.0,1465017273.0,69.0,1.0,539.0,1.0,21.0,2.0,387.0,0.62,2.0,215.189
4.0,14.0,13.0,3.0,0.0,1.0,271.0,90.0,58.0,8.0,2128437707.0,0.72,1.0,821.0,0.61,0.0,1976128619.0,1449650122.0,71.0,0.0,533.0,0.0,45.0,3.0,180.0,0.66,8.0,379.107
4.0,16.0,13.0,21.0,1.0,1.0,432.0,67.0,55.0,4.0,1385279372.0,0.87,0.0,636.0,0.62,1.0,1372074923.0,1976593548.0,55.0,1.0,846.0,0.0,39.0,2.0,408.0,0.83,9.0,243.659
4.0,14.0,12.0,62.0,1.0,1.0,428.0,76.0,103.0,8.0,1696546285.0,0.89,0.0,914.0,0.56,0.0,1519177270.0,1954169268.0,66.0,0.0,946.0,1.0,39.0,1.0,128.0,0.57,7.0,252.735
3.0,14.0,16.0,2.0,1.0,0.0,285.0,74.0,73.0,2.0,1435135085.0,0.8,1.0,794.0,0.86,1.0,1104626555.0,2136185061.0,59.0,1.0,875.0,0.0,21.0,4.0,178.0,0.82,7.0,259.449
3.0,10.0,11.0,5.0,1.0,1.0,276.0,63.0,53.0,5.0,1911840244.0,0.77,0.0,790.0,0.56,1.0,1873436165.0,1911284879.0,30.0,1.0,931.0,0.0,16.0,4.0,127.0,0.74,5.0,498.121
2.0,16.0,14.0,34.0,1.0,0.0,314.0,49.0,92.0,5.0,1117891438.0,0.57,0.0,909.0,0.7,0.0,1900501663.0,1873992802.0,36.0,0.0,895.0,1.0,33.0,5.0,209.0,0.78,5.0,279.535
4.0,14.0,13.0,29.0,1.0,1.0,464.0,110.0,80.0,6.0,1311643792.0,0.6,1.0,704.0,0.81,1.0,1211706332.0,1609872142.0,56.0,0.0,908.0,0.0,33.0,3.0,251.0,0.68,2.0,288.083
2.0,11.0,12.0,34.0,1.0,0.0,264.0,119.0,90.0,4.0,1968741956.0,0.78,1.0,664.0,0.73,1.0,1265705929.0,1879380765.0,31.0,0.0,846.0,1.0,20.0,2.0,347.0,0.66,7.0,251.398
3.0,10.0,12.0,40.0,0.0,0.0,478.0,66.0,80.0,4.0,2089249119.0,0.63,0.0,955.0,0.5,0.0,1234561442.0,1832241689.0,47.0,1.0,672.0,1.0,32.0,4.0,341.0,0.69,8.0,268.585
3.0,10.0,12.0,30.0,1.0,1.0,364.0,83.0,107.0,3.0,1738060691.0,0.73,0.0,847.0,0.56,1.0,1312645951.0,1773831295.0,55.0,0.0,901.0,1.0,40.0,5.0,200.0,0.75,4.0,235.771
2.0,11.0,16.0,36.0,0.0,1.0,277.0,51.0,63.0,5.0,1725885327.0,0.84,0.0,582.0,0.57,0.0,2063567466.0,1466049709.0,64.0,1.0,799.0,1.0,39.0,5.0,376.0,0.79,7.0,247.108
2.0,9.0,9.0,49.0,1.0,1.0,242.0,125.0,127.0,9.0,1463722689.0,0.85,1.0,531.0,0.78,1.0,1855975553.0,1155465917.0,67.0,1.0,864.0,0.0,38.0,1.0,491.0,0.71,7.0,504.302
3.0,13.0,14.0,36.0,1.0,0.0,355.0,42.0,89.0,3.0,1642683127.0,0.67,0.0,734.0,0.86,0.0,1550736022.0,1624005571.0,57.0,1.0,613.0,0.0,26.0,4.0,449.0,0.7,8.0,221.759
4.0,8.0,10.0,47.0,1.0,1.0,419.0,47.0,102.0,7.0,1295481512.0,0.71,0.0,901.0,0.6,0.0,1861814446.0,1425784101.0,61.0,0.0,690.0,1.0,25.0,5.0,192.0,0.53,5.0,269.826
3.0,13.0,14.0,10.0,1.0,1.0,353.0,50.0,101.0,10.0,1836241524.0,0.56,1.0,544.0,0.86,1.0,1447419367.0,2091487439.0,41.0,0.0,771.0,0.0,33.0,1.0,212.0,0.69,7.0,272.035
4.0,11.0,15.0,19.0,1.0,0.0,468.0,73.0,99.0,5.0,1574861394.0,0.79,1.0,906.0,0.71,1.0,1765110899.0,1082164254.0,54.0,1.0,853.0,1.0,28.0,1.0,151.0,0.75,7.0,216.598
4.0,12.0,16.0,7.0,1.0,1.0,338.0,121.0,52.0,2.0,1405121012.0,0.86,1.0,546.0,0.82,1.0,1480339806.0,1602100237.0,70.0,0.0,767.0,1.0,34.0,1.0,143.0,0.76,10.0,763.643
3.0,14.0,16.0,62.0,1.0,1.0,469.0,126.0,95.0,8.0,2013440533.0,0.71,1.0,550.0,0.72,1.0,1087191009.0,1876837196.0,40.0,1.0,649.0,0.0,48.0,2.0,302.0,0.79,2.0,227.668
3.0,10.0,13.0,43.0,1.0,1.0,427.0,104.0,91.0,3.0,2117582931.0,0.86,0.0,993.0,0.57,0.0,1677232285.0,1107507949.0,48.0,0.0,921.0,0.0,20.0,1.0,311.0,0.63,8.0,544.922
3.0,9.0,10.0,38.0,1.0,0.0,337.0,33.0,88.0,3.0,1940147311.0,0.85,0.0,869.0,0.86,1.0,1943432275.0,1668462672.0,61.0,0.0,604.0,0.0,36.0,2.0,117.0,0.73,3.0,423.267
4.0,8.0,13.0,21.0,0.0,0.0,244.0,32.0,69.0,9.0,1165976035.0,0.71,1.0,1007.0,0.8,1.0,2110153450.0,1493428472.0,56.0,1.0,651.0,1.0,41.0,5.0,453.0,0.85,8.0,213.741
3.0,14.0,9.0,33.0,1.0,1.0,231.0,77.0,89.0,7.0,1921454787.0,0.84,1.0,895.0,0.53,1.0,1602501422.0,1384394124.0,62.0,1.0,705.0,0.0,28.0,4.0,283.0,0.58,6.0,458.023
3.0,12.0,15.0,34.0,1.0,1.0,405.0,88.0,54.0,10.0,1987528860.0,0.68,1.0,968.0,0.71,1.0,1740890944.0,1519886385.0,37.0,1.0,792.0,1.0,34.0,3.0,485.0,0.63,4.0,238.575
4.0,9.0,14.0,47.0,0.0,1.0,388.0,121.0,61.0,4.0,1263837854.0,0.84,0.0,729.0,0.54,1.0,1495546591.0,1146375811.0,72.0,1.0,635.0,1.0,28.0,4.0,150.0,0.68,3.0,238.965
4.0,13.0,12.0,35.0,0.0,1.0,291.0,101.0,43.0,1.0,2006969807.0,0.63,0.0,816.0,0.68,0.0,1582387453.0,1134716368.0,41.0,1.0,511.0,0.0,21.0,5.0,104.0,0.65,7.0,269.003
2.0,16.0,12.0,17.0,0.0,1.0,218.0,126.0,45.0,7.0,1631291293.0,0.75,0.0,980.0,0.77,0.0,2010929017.0,1458877888.0,61.0,0.0,771.0,0.0,38.0,1.0,348.0,0.67,1.0,729.391
3.0,9.0,9.0,38.0,0.0,1.0,224.0,128.0,108.0,4.0,1975893583.0,0.74,0.0,880.0,0.73,0.0,1798536181.0,1100560572.0,65.0,1.0,632.0,1.0,40.0,3.0,226.0,0.81,6.0,430.205
4.0,8.0,14.0,37.0,1.0,1.0,489.0,36.0,91.0,10.0,2093408274.0,0.64,1.0,537.0,0.51,1.0,1705227319.0,2047474179.0,60.0,1.0,806.0,1.0,45.0,4.0,100.0,0.75,1.0,223.882
4.0,11.0,9.0,5.0,0.0,0.0,329.0,125.0,111.0,4.0,2060149040.0,0.56,1.0,756.0,0.7,1.0,1440857367.0,1604745887.0,59.0,1.0,906.0,0.0,24.0,4.0,346.0,0.89,10.0,810.838
2.0,10.0,10.0,60.0,1.0,1.0,435.0,88.0,109.0,6.0,1293993162.0,0.54,0.0,843.0,0.52,0.0,1237839227.0,1294961927.0,67.0,0.0,699.0,1.0,30.0,3.0,380.0,0.56,6.0,311.481
4.0,9.0,9.0,37.0,0.0,0.0,237.0,37.0,51.0,9.0,1339965830.0,0.68,1.0,628.0,0.56,1.0,1882262694.0,1193660233.0,31.0,0.0,712.0,0.0,16.0,4.0,301.0,0.51,8.0,687.681
2.0,14.0,13.0,6.0,0.0,0.0,372.0,55.0,98.0,5.0,2002046810.0,0.65,0.0,647.0,0.69,1.0,1249535913.0,1931043563.0,45.0,1.0,762.0,0.0,19.0,5.0,491.0,0.87,1.0,343.771
4.0,10.0,14.0,44.0,0.0,1.0,498.0,57.0,88.0,1.0,1683116969.0,0.73,1.0,714.0,0.52,1.0,1847575687.0,1209436937.0,35.0,0.0,585.0,1.0,18.0,2.0,397.0,0.89,7.0,219.884
2.0,8.0,12.0,56.0,0.0,0.0,404.0,55.0,121.0,10.0,1394656153.0,0.76,0.0,961.0,0.55,1.0,1333773648.0,1684898873.0,26.0,1.0,856.0,1.0,27.0,2.0,395.0,0.9,3.0,695.143
3.0,10.0,16.0,5.0,1.0,1.0,326.0,43.0,117.0,3.0,1598156075.0,0.61,1.0,695.0,0.75,1.0,1401199474.0,1563641297.0,57.0,0.0,556.0,0.0,36.0,1.0,215.0,0.83,2.0,250.84
3.0,11.0,10.0,35.0,0.0,0.0,490.0,118.0,100.0,8.0,1922603039.0,0.63,0.0,823.0,0.85,0.0,1244590568.0,2008877217.0,62.0,0.0,524.0,1.0,21.0,2.0,268.0,0.69,9.0,221.285
2.0,14.0,13.0,40.0,0.0,0.0,296.0,37.0,78.0,3.0,1427261377.0,0.79,1.0,724.0,0.87,1.0,1443337570.0,2136841875.0,26.0,0.0,925.0,0.0,17.0,1.0,353.0,0.69,5.0,275.468
4.0,13.0,15.0,47.0,1.0,1.0,287.0,110.0,61.0,4.0,1719342037.0,0.85,0.0,587.0,0.6,0.0,1860534127.0,1124734314.0,41.0,1.0,940.0,1.0,42.0,5.0,329.0,0.58,7.0,263.051
4.0,12.0,14.0,48.0,0.0,0.0,409.0,56.0,91.0,4.0,1712579984.0,0.61,1.0,637.0,0.58,0.0,1741069269.0,2143903323.0,61.0,0.0,717.0,1.0,39.0,2.0,454.0,0.64,2.0,251.513
3.0,14.0,9.0,55.0,1.0,0.0,493.0,52.0,65.0,1.0,1678397820.0,0.51,1.0,900.0,0.6,1.0,1259996243.0,1673671824.0,61.0,0.0,746.0,0.0,33.0,5.0,181.0,0.77,1.0,426.905
4.0,9.0,16.0,52.0,1.0,1.0,462.0,49.0,78.0,1.0,1157551632.0,0.58,0.0,590.0,0.61,0.0,1204194596.0,1622188977.0,71.0,0.0,520.0,1.0,33.0,5.0,428.0,0.62,4.0,199.452
4.0,10.0,13.0,53.0,1.0,1.0,306.0,95.0,113.0,10.0,1493501391.0,0.58,0.0,1024.0,0.69,1.0,1326241880.0,1593748452.0,62.0,0.0,691.0,1.0,16.0,2.0,451.0,0.86,3.0,325.588
2.0,11.0,8.0,31.0,1.0,0.0,456.0,58.0,126.0,4.0,1250083261.0,0.53,1.0,855.0,0.84,1.0,1444665123.0,1343637143.0,37.0,1.0,854.0,1.0,46.0,1.0,231.0,0.69,7.0,308.946
2.0,15.0,13.0,37.0,1.0,0.0,291.0,90.0,123.0,1.0,1315096766.0,0.76,0.0,612.0,0.82,0.0,2106328789.0,1204101261.0,60.0,0.0,500.0,1.0,18.0,1.0,494.0,0.79,4.0,235.947
3.0,10.0,10.0,64.0,1.0,1.0,480.0,50.0,80.0,5.0,1515223668.0,0.69,1.0,591.0,0.56,0.0,1555280948.0,1980469028.0,43.0,1.0,535.0,1.0,38.0,2.0,481.0,0.51,2.0,389.72
2.0,8.0,8.0,37.0,0.0,0.0,358.0,52.0,82.0,8.0,1074985730.0,0.71,0.0,982.0,0.7,0.0,1830157973.0,1596806783.0,41.0,0.0,688.0,1.0,38.0,2.0,275.0,0.87,1.0,541.655
4.0,14.0,11.0,33.0,0.0,0.0,260.0,127.0,60.0,9.0,2045886790.0,0.89,0.0,819.0,0.77,0.0,1930189488.0,1907641969.0,24.0,1.0,662.0,1.0,31.0,1.0,356.0,0.71,4.0,219.135
2.0,15.0,14.0,26.0,1.0,1.0,375.0,58.0,84.0,6.0,1116576913.0,0.61,1.0,1010.0,0.86,1.0,2109251766.0,1879475690.0,46.0,1.0,995.0,0.0,18.0,3.0,216.0,0.81,4.0,893.642
2.0,8.0,13.0,21.0,0.0,1.0,411.0,116.0,119.0,2.0,1992144907.0,0.57,0.0,973.0,0.52,1.0,1245061044.0,1101846355.0,63.0,1.0,520.0,0.0,47.0,4.0,288.0,0.63,1.0,277.695
3.0,10.0,9.0,30.0,0.0,1.0,388.0,35.0,48.0,6.0,1737506387.0,0.82,0.0,862.0,0.81,1.0,1308668558.0,1921096123.0,36.0,0.0,581.0,1.0,25.0,2.0,283.0,0.82,3.0,471.949
3.0,10.0,8.0,10.0,1.0,1.0,289.0,113.0,74.0,9.0,1686177504.0,0.81,0.0,912.0,0.63,0.0,1241854194.0,1706807972.0,36.0,0.0,518.0,0.0,43.0,3.0,165.0,0.9,4.0,586.531
4.0,11.0,15.0,39.0,1.0,1.0,238.0,86.0,44.0,1.0,1736739149.0,0.54,0.0,579.0,0.8,0.0,1394730999.0,1364775026.0,70.0,1.0,732.0,0.0,27.0,3.0,239.0,0.84,9.0,228.29
3.0,9.0,13.0,9.0,0.0,1.0,235.0,80.0,79.0,2.0,2055835181.0,0.86,0.0,914.0,0.86,1.0,1613985181.0,1148815371.0,24.0,1.0,644.0,1.0,35.0,2.0,483.0,0.67,5.0,252.085
2.0,13.0,9.0,41.0,0.0,1.0,238.0,91.0,122.0,6.0,1170496084.0,0.61,0.0,530.0,0.52,1.0,1607725082.0,1676297319.0,27.0,0.0,815.0,0.0,17.0,5.0,303.0,0.52,6.0,438.768
2.0,11.0,14.0,51.0,0.0,1.0,241.0,74.0,89.0,6.0,1256969324.0,0.66,1.0,957.0,0.78,0.0,1884492207.0,1553624048.0,36.0,1.0,704.0,1.0,46.0,5.0,120.0,0.53,8.0,210.292
4.0,11.0,16.0,13.0,0.0,1.0,333.0,78.0,47.0,10.0,1420168261.0,0.9,1.0,912.0,0.74,1.0,1237664805.0,1908684734.0,61.0,1.0,789.0,1.0,35.0,2.0,165.0,0.53,2.0,254.399
4.0,15.0,9.0,51.0,0.0,0.0,324.0,78.0,120.0,10.0,1788042471.0,0.72,1.0,838.0,0.69,1.0,2060044935.0,1440506693.0,42.0,0.0,932.0,0.0,18.0,3.0,133.0,0.77,3.0,382.889
4.0,14.0,10.0,18.0,0.0,1.0,436.0,85.0,69.0,1.0,1682062484.0,0.76,0.0,737.0,0.73,0.0,1948145908.0,1160441832.0,34.0,0.0,811.0,1.0,48.0,1.0,227.0,0.64,4.0,234.191
4.0,9.0,9.0,35.0,0.0,0.0,355.0,38.0,125.0,6.0,1566069118.0,0.8,1.0,776.0,0.73,0.0,1339660012.0,2107550039.0,63.0,0.0,533.0,0.0,25.0,2.0,177.0,0.79,5.0,647.774
3.0,8.0,11.0,50.0,1.0,1.0,429.0,46.0,78.0,1.0,1901886361.0,0.86,1.0,922.0,0.61,0.0,2039399299.0,1465862078.0,26.0,0.0,561.0,1.0,37.0,2.0,220.0,0.87,1.0,226.833
4.0,15.0,9.0,57.0,1.0,1.0,279.0,34.0,94.0,8.0,1634395797.0,0.59,1.0,614.0,0.74,1.0,1877381034.0,1988056496.0,68.0,1.0,570.0,1.0,28.0,2.0,479.0,0.73,6.0,393.049
3.0,14.0,16.0,45.0,1.0,0.0,205.0,85.0,46.0,7.0,1409942838.0,0.58,0.0,698.0,0.5,1.0,2007087581.0,1488276623.0,58.0,1.0,509.0,1.0,30.0,3.0,310.0,0.8,2.0,194.56
3.0,12.0,14.0,53.0,1.0,0.0,293.0,104.0,113.0,6.0,1696931452.0,0.78,0.0,957.0,0.81,0.0,1757547649.0,1442134920.0,64.0,0.0,588.0,0.0,43.0,3.0,338.0,0.67,3.0,280.628
2.0,9.0,14.0,6.0,0.0,0.0,432.0,39.0,67.0,3.0,1449546132.0,0.57,0.0,669.0,0.84,1.0,2056742993.0,1831637248.0,63.0,1.0,538.0,1.0,23.0,2.0,274.0,0.8,1.0,249.05
3.0,8.0,8.0,11.0,0.0,1.0,478.0,117.0,88.0,4.0,1595963059.0,0.62,0.0,727.0,0.75,1.0,1113840343.0,1613681844.0,44.0,0.0,991.0,1.0,39.0,5.0,137.0,0.9,5.0,290.681
3.0,13.0,16.0,63.0,0.0,1.0,239.0,115.0,106.0,9.0,1087457313.0,0.82,1.0,813.0,0.8,0.0,1958591783.0,1108592947.0,29.0,0.0,850.0,0.0,20.0,3.0,480.0,0.66,10.0,296.161
2.0,9.0,13.0,33.0,0.0,0.0,422.0,94.0,106.0,5.0,1662196901.0,0.83,0.0,627.0,0.61,0.0,1166142077.0,1712113721.0,51.0,0.0,762.0,0.0,41.0,4.0,314.0,0.88,10.0,236.511
4.0,10.0,13.0,59.0,0.0,1.0,494.0,127.0,96.0,7.0,1917608804.0,0.59,1.0,656.0,0.51,0.0,1687689006.0,1111581854.0,31.0,0.0,920.0,1.0,36.0,4.0,109.0,0.85,3.0,502.467
3.0,16.0,16.0,29.0,0.0,1.0,431.0,35.0,97.0,2.0,1810401248.0,0.5,1.0,580.0,0.64,0.0,1136950092.0,1355584926.0,37.0,1.0,537.0,1.0,45.0,1.0,331.0,0.64,3.0,245.049
3.0,13.0,16.0,10.0,1.0,0.0,304.0,65.0,74.0,10.0,2129906035.0,0.85,0.0,641.0,0.71,0.0,1669940384.0,1626225958.0,61.0,0.0,719.0,0.0,47.0,2.0,130.0,0.61,2.0,371.504
2.0,11.0,16.0,4.0,0.0,0.0,260.0,74.0,101.0,10.0,1863594523.0,0.71,1.0,1020.0,0.5,1.0,1583174674.0,1925230886.0,34.0,0.0,543.0,0.0,34.0,5.0,284.0,0.59,3.0,267.994
3.0,16.0,11.0,30.0,0.0,1.0,444.0,35.0,117.0,10.0,1972572507.0,0.61,1.0,841.0,0.69,0.0,1524863035.0,2103702579.0,57.0,0.0,649.0,0.0,19.0,4.0,295.0,0.88,3.0,229.919
3.0,13.0,14.0,56.0,0.0,0.0,257.0,96.0,35.0,6.0,1184002174.0,0.66,0.0,908.0,0.52,0.0,1925961367.0,1199344357.0,61.0,1.0,895.0,1.0,42.0,3.0,232.0,0.52,3.0,256.339
4.0,11.0,14.0,40.0,0.0,0.0,212.0,81.0,83.0,9.0,1662354697.0,0.61,0.0,614.0,0.72,1.0,1416832461.0,1493806313.0,37.0,1.0,567.0,0.0,19.0,2.0,212.0,0.51,1.0,272.246
4.0,15.0,16.0,17.0,0.0,0.0,498.0,57.0,60.0,3.0,1139300803.0,0.53,1.0,971.0,0.63,1.0,2060138931.0,1497137896.0,61.0,1.0,934.0,0.0,34.0,1.0,259.0,0.8,5.0,270.846
4.0,10.0,12.0,21.0,0.0,0.0,369.0,37.0,103.0,10.0,1542505239.0,0.81,1.0,993.0,0.51,1.0,1980674395.0,1543828882.0,54.0,1.0,943.0,1.0,28.0,1.0,492.0,0.78,2.0,562.549
4.0,16.0,11.0,60.0,0.0,1.0,402.0,69.0,121.0,6.0,1997669654.0,0.61,0.0,877.0,0.89,1.0,1734563190.0,1295226750.0,27.0,1.0,992.0,1.0,42.0,4.0,423.0,0.74,10.0,289.881
2.0,11.0,14.0,17.0,0.0,0.0,401.0,59.0,55.0,3.0,1615393886.0,0.84,1.0,850.0,0.53,1.0,2048151559.0,1192311059.0,63.0,1.0,685.0,1.0,47.0,1.0,144.0,0.77,5.0,619.051
3.0,14.0,11.0,20.0,0.0,0.0,375.0,73.0,77.0,4.0,1658996846.0,0.52,0.0,842.0,0.55,0.0,1815424082.0,1162305565.0,46.0,0.0,880.0,0.0,47.0,2.0,318.0,0.75,10.0,261.366
2.0,10.0,16.0,42.0,1.0,1.0,424.0,109.0,111.0,10.0,1224230209.0,0.9,1.0,987.0,0.66,1.0,1913773964.0,1235270686.0,39.0,0.0,902.0,0.0,23.0,2.0,206.0,0.5,6.0,316.642
4.0,14.0,9.0,41.0,0.0,1.0,212.0,72.0,56.0,5.0,1503921858.0,0.85,0.0,798.0,0.88,0.0,2126023089.0,1104992302.0,54.0,0.0,863.0,0.0,36.0,1.0,450.0,0.68,3.0,609.968
2.0,9.0,12.0,37.0,1.0,1.0,290.0,116.0,39.0,6.0,2086651475.0,0.89,1.0,571.0,0.89,0.0,1747086893.0,1799175112.0,27.0,0.0,962.0,1.0,26.0,5.0,499.0,0.7,6.0,242.326
3.0,10.0,13.0,55.0,1.0,0.0,414.0,108.0,116.0,6.0,2107618798.0,0.51,1.0,673.0,0.9,0.0,1347330533.0,1474780300.0,39.0,0.0,534.0,1.0,43.0,4.0,114.0,0.78,8.0,254.093
3.0,14.0,9.0,24.0,0.0,1.0,316.0,55.0,41.0,5.0,1392916262.0,0.56,0.0,1021.0,0.6,1.0,1172854810.0,1619968073.0,45.0,1.0,610.0,0.0,41.0,4.0,398.0,0.63,2.0,685.692
2.0,15.0,8.0,62.0,1.0,0.0,372.0,60.0,51.0,10.0,2032183265.0,0.57,0.0,876.0,0.72,0.0,1130266139.0,1942737664.0,62.0,0.0,623.0,1.0,30.0,3.0,466.0,0.58,8.0,285.369
4.0,8.0,8.0,58.0,1.0,0.0,482.0,39.0,54.0,6.0,1326525481.0,0.72,1.0,809.0,0.78,1.0,1265920150.0,1573016966.0,46.0,0.0,607.0,0.0,20.0,2.0,102.0,0.87,5.0,801.842
4.0,10.0,16.0,55.0,0.0,0.0,275.0,120.0,84.0,3.0,1132691277.0,0.86,1.0,534.0,0.72,0.0,1100475890.0,1734716514.0,59.0,0.0,772.0,1.0,30.0,3.0,354.0,0.79,8.0,233.767
2.0,16.0,8.0,53.0,0.0,1.0,414.0,115.0,50.0,7.0,2015916558.0,0.74,0.0,558.0,0.64,0.0,1359662152.0,1562665814.0,34.0,1.0,995.0,1.0,45.0,1.0,261.0,0.82,3.0,448.325
2.0,8.0,14.0,25.0,0.0,0.0,293.0,106.0,44.0,1.0,1147724101.0,0.71,0.0,991.0,0.67,0.0,1277631420.0,1351328094.0,34.0,1.0,824.0,0.0,30.0,5.0,304.0,0.87,1.0,239.382
4.0,15.0,8.0,31.0,0.0,0.0,346.0,45.0,41.0,5.0,1382137809.0,0.74,1.0,809.0,0.74,0.0,1681150813.0,1253513492.0,26.0,1.0,867.0,1.0,18.0,4.0,314.0,0.64,1.0,608.534
