spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryFraction,spark.storage.memoryMapThreshold,runtime
4.0,7.0,7.0,21.0,0.0,0.0,494.0,93.0,62.0,2.0,1758687341.0,0.79,0.0,899.0,0.65,1.0,1706987952.0,1246746711.0,56.0,0.0,858.0,1.0,47.0,1.0,146.0,0.79,10.0,180.241
1.0,4.0,2.0,59.0,0.0,1.0,226.0,125.0,85.0,2.0,1926165602.0,0.75,0.0,579.0,0.73,1.0,1751730186.0,1488717876.0,38.0,0.0,617.0,1.0,41.0,2.0,361.0,0.9,1.0,787.74
3.0,2.0,2.0,39.0,1.0,0.0,202.0,125.0,123.0,5.0,1965449548.0,0.55,0.0,934.0,0.58,0.0,1793216981.0,1461977545.0,28.0,0.0,764.0,0.0,23.0,1.0,461.0,0.56,2.0,439.33
3.0,5.0,4.0,31.0,1.0,0.0,434.0,38.0,90.0,7.0,2044994874.0,0.83,1.0,721.0,0.79,0.0,1832797383.0,1257988528.0,41.0,1.0,939.0,0.0,24.0,1.0,367.0,0.61,9.0,298.964
1.0,7.0,4.0,48.0,1.0,0.0,484.0,84.0,45.0,8.0,1647979598.0,0.65,1.0,561.0,0.73,0.0,1839005749.0,1713905210.0,64.0,0.0,651.0,1.0,47.0,4.0,324.0,0.68,5.0,378.076
1.0,3.0,6.0,8.0,0.0,1.0,477.0,57.0,65.0,8.0,1241215252.0,0.76,1.0,704.0,0.9,1.0,1931700719.0,1482582797.0,38.0,1.0,882.0,0.0,41.0,4.0,164.0,0.73,9.0,668.052
3.0,3.0,5.0,61.0,1.0,0.0,335.0,120.0,91.0,5.0,1676287131.0,0.54,0.0,651.0,0.73,0.0,1858796502.0,1227756328.0,42.0,1.0,932.0,0.0,20.0,3.0,435.0,0.66,5.0,424.41
4.0,5.0,3.0,3.0,1.0,1.0,304.0,48.0,61.0,9.0,1155832157.0,0.55,0.0,905.0,0.56,1.0,1289371835.0,1918487360.0,25.0,1.0,760.0,1.0,35.0,4.0,139.0,0.64,9.0,264.628
4.0,6.0,8.0,29.0,0.0,0.0,488.0,57.0,84.0,7.0,1971715274.0,0.86,1.0,900.0,0.65,1.0,1161656418.0,1805552204.0,71.0,0.0,905.0,1.0,32.0,5.0,378.0,0.62,3.0,215.719
2.0,7.0,7.0,9.0,1.0,0.0,418.0,68.0,58.0,3.0,1486756018.0,0.74,0.0,725.0,0.66,0.0,1133860583.0,1086001030.0,61.0,1.0,508.0,1.0,17.0,4.0,500.0,0.9,2.0,470.947
2.0,7.0,4.0,37.0,1.0,1.0,390.0,85.0,124.0,5.0,1802868627.0,0.67,0.0,666.0,0.71,0.0,1101150000.0,1931057133.0,65.0,0.0,906.0,0.0,46.0,2.0,457.0,0.62,8.0,292.395
4.0,8.0,5.0,40.0,0.0,1.0,276.0,83.0,44.0,7.0,2062362006.0,0.8,0.0,868.0,0.55,0.0,1707712752.0,1340396898.0,32.0,1.0,709.0,1.0,35.0,3.0,142.0,0.57,5.0,178.983
1.0,5.0,8.0,18.0,1.0,0.0,259.0,71.0,45.0,1.0,1243890261.0,0.79,1.0,872.0,0.62,1.0,1630757989.0,2108753447.0,33.0,0.0,763.0,1.0,25.0,1.0,485.0,0.89,8.0,483.394
4.0,3.0,4.0,50.0,1.0,0.0,269.0,34.0,82.0,8.0,1449897301.0,0.73,0.0,699.0,0.59,0.0,1555541154.0,1617465238.0,38.0,0.0,945.0,0.0,48.0,1.0,137.0,0.63,10.0,234.973
2.0,6.0,2.0,23.0,1.0,0.0,426.0,55.0,51.0,6.0,1188563052.0,0.79,0.0,943.0,0.82,1.0,1189414139.0,1488118969.0,38.0,1.0,858.0,0.0,22.0,2.0,228.0,0.89,2.0,302.187
2.0,3.0,8.0,30.0,0.0,0.0,257.0,84.0,89.0,2.0,1434028606.0,0.67,0.0,628.0,0.82,1.0,1139369965.0,1899834603.0,35.0,0.0,539.0,1.0,39.0,4.0,448.0,0.55,1.0,406.45
3.0,8.0,7.0,51.0,0.0,1.0,345.0,120.0,108.0,6.0,1470299223.0,0.69,0.0,903.0,0.66,1.0,1722660562.0,1337650600.0,41.0,1.0,966.0,0.0,34.0,5.0,147.0,0.71,5.0,220.4
3.0,8.0,2.0,24.0,1.0,0.0,475.0,88.0,91.0,3.0,1777792990.0,0.62,0.0,555.0,0.59,0.0,1306550019.0,1540775473.0,66.0,1.0,573.0,1.0,19.0,3.0,471.0,0.78,9.0,220.602
1.0,2.0,7.0,7.0,0.0,1.0,332.0,99.0,115.0,6.0,1488901931.0,0.54,1.0,943.0,0.8,1.0,1210865421.0,1913105094.0,54.0,0.0,604.0,0.0,44.0,4.0,289.0,0.76,2.0,992.372
1.0,5.0,7.0,60.0,1.0,1.0,222.0,112.0,63.0,1.0,1589479988.0,0.68,0.0,768.0,0.87,1.0,1618058039.0,1716804393.0,27.0,0.0,964.0,1.0,48.0,1.0,367.0,0.77,8.0,440.643
4.0,3.0,6.0,64.0,1.0,1.0,361.0,96.0,58.0,9.0,1584841841.0,0.53,0.0,981.0,0.63,1.0,1780367368.0,1099628018.0,57.0,1.0,778.0,1.0,17.0,5.0,123.0,0.63,8.0,245.756
1.0,6.0,4.0,34.0,0.0,1.0,270.0,102.0,88.0,10.0,2136433584.0,0.64,0.0,759.0,0.78,1.0,1749097502.0,1199130853.0,68.0,0.0,778.0,0.0,38.0,2.0,257.0,0.61,3.0,416.198
4.0,7.0,7.0,14.0,1.0,1.0,369.0,68.0,74.0,7.0,1740106214.0,0.81,0.0,983.0,0.59,0.0,1546308312.0,1932736056.0,40.0,1.0,837.0,1.0,47.0,4.0,272.0,0.67,8.0,224.754
1.0,4.0,4.0,6.0,0.0,1.0,243.0,65.0,57.0,4.0,1228993511.0,0.56,1.0,551.0,0.54,1.0,1763349182.0,1772927162.0,36.0,0.0,683.0,0.0,16.0,1.0,443.0,0.55,3.0,976.468
1.0,3.0,2.0,41.0,0.0,0.0,462.0,66.0,125.0,1.0,1606045202.0,0.63,0.0,767.0,0.54,1.0,1328472192.0,1459372991.0,57.0,0.0,512.0,0.0,29.0,4.0,497.0,0.8,2.0,681.158
3.0,8.0,3.0,57.0,1.0,1.0,497.0,110.0,87.0,10.0,1253888399.0,0.61,1.0,785.0,0.8,0.0,1195690138.0,1289348417.0,39.0,1.0,801.0,1.0,16.0,1.0,218.0,0.7,2.0,235.991
1.0,2.0,2.0,32.0,0.0,1.0,449.0,114.0,90.0,4.0,1821715572.0,0.75,0.0,526.0,0.54,1.0,1978769121.0,1799663625.0,66.0,1.0,952.0,0.0,32.0,2.0,211.0,0.63,9.0,986.064
3.0,2.0,6.0,30.0,0.0,1.0,331.0,70.0,78.0,5.0,1150540060.0,0.74,0.0,965.0,0.55,0.0,2074488448.0,2103330849.0,51.0,0.0,552.0,1.0,47.0,1.0,190.0,0.73,2.0,473.726
3.0,2.0,6.0,32.0,0.0,1.0,325.0,61.0,82.0,9.0,1694786623.0,0.56,1.0,929.0,0.64,1.0,1846796849.0,1089103190.0,53.0,0.0,974.0,1.0,34.0,1.0,458.0,0.64,8.0,452.01
4.0,7.0,7.0,50.0,1.0,1.0,429.0,69.0,35.0,5.0,1657823104.0,0.82,1.0,839.0,0.62,1.0,1972479741.0,1087144852.0,67.0,0.0,989.0,0.0,20.0,2.0,397.0,0.86,8.0,170.488
1.0,6.0,4.0,15.0,0.0,0.0,358.0,65.0,96.0,6.0,1338760101.0,0.66,1.0,550.0,0.83,1.0,1558075872.0,1800796231.0,44.0,1.0,714.0,0.0,32.0,5.0,210.0,0.54,3.0,419.414
2.0,3.0,7.0,19.0,0.0,0.0,295.0,122.0,34.0,6.0,1950344487.0,0.89,1.0,640.0,0.81,1.0,1082518765.0,1401441059.0,58.0,0.0,528.0,0.0,31.0,2.0,418.0,0.74,4.0,369.411
2.0,6.0,3.0,38.0,1.0,1.0,200.0,76.0,102.0,3.0,1844074229.0,0.5,0.0,949.0,0.52,1.0,1792543946.0,1582116343.0,47.0,0.0,538.0,1.0,25.0,2.0,412.0,0.86,3.0,322.343
1.0,3.0,3.0,61.0,0.0,1.0,495.0,74.0,125.0,3.0,1875464822.0,0.76,0.0,721.0,0.72,1.0,1758751837.0,1172139574.0,54.0,1.0,567.0,1.0,44.0,1.0,160.0,0.76,9.0,704.172
1.0,7.0,4.0,32.0,1.0,1.0,211.0,103.0,34.0,6.0,2103717657.0,0.86,1.0,539.0,0.55,1.0,1077889396.0,1542931811.0,33.0,0.0,897.0,0.0,47.0,1.0,211.0,0.63,9.0,356.863
4.0,7.0,4.0,61.0,1.0,1.0,320.0,40.0,80.0,9.0,1715079437.0,0.55,1.0,857.0,0.63,0.0,1170988707.0,1302004911.0,48.0,1.0,637.0,1.0,21.0,3.0,430.0,0.76,10.0,180.268
3.0,7.0,4.0,64.0,0.0,0.0,456.0,128.0,88.0,3.0,2097872813.0,0.74,1.0,845.0,0.67,1.0,1268621513.0,1530970129.0,25.0,1.0,843.0,0.0,46.0,4.0,231.0,0.58,5.0,216.012
4.0,4.0,6.0,24.0,1.0,0.0,273.0,74.0,122.0,2.0,2078144470.0,0.5,0.0,808.0,0.71,0.0,2142386172.0,1188121431.0,46.0,1.0,846.0,0.0,24.0,5.0,342.0,0.74,9.0,411.288
3.0,8.0,7.0,27.0,0.0,1.0,360.0,58.0,65.0,4.0,1486142315.0,0.57,0.0,542.0,0.54,1.0,1954579424.0,1383537028.0,41.0,1.0,941.0,0.0,32.0,2.0,491.0,0.69,10.0,213.839
2.0,2.0,3.0,39.0,0.0,1.0,210.0,120.0,74.0,10.0,1535833363.0,0.6,1.0,975.0,0.66,1.0,1453338896.0,1771525435.0,65.0,1.0,665.0,1.0,44.0,5.0,355.0,0.69,8.0,592.46
3.0,8.0,5.0,35.0,1.0,0.0,452.0,86.0,113.0,2.0,1247954542.0,0.63,1.0,846.0,0.61,1.0,1865740835.0,1607110035.0,49.0,1.0,707.0,1.0,37.0,3.0,266.0,0.62,9.0,262.711
3.0,7.0,8.0,43.0,1.0,1.0,374.0,103.0,50.0,2.0,1366520831.0,0.82,1.0,581.0,0.86,0.0,1835777307.0,1932682577.0,66.0,0.0,767.0,1.0,18.0,3.0,284.0,0.69,9.0,271.5
3.0,3.0,8.0,33.0,0.0,1.0,473.0,82.0,60.0,8.0,1971921826.0,0.52,0.0,709.0,0.56,1.0,1246298713.0,2110558658.0,39.0,1.0,700.0,0.0,26.0,5.0,150.0,0.51,10.0,1054.969
1.0,6.0,4.0,3.0,0.0,1.0,410.0,49.0,85.0,9.0,2097682298.0,0.68,1.0,939.0,0.85,1.0,1390751674.0,1942983901.0,63.0,1.0,716.0,1.0,41.0,5.0,188.0,0.57,7.0,534.813
4.0,3.0,8.0,43.0,0.0,0.0,252.0,93.0,93.0,6.0,1408720202.0,0.7,0.0,647.0,0.89,0.0,1482135953.0,2127757871.0,28.0,1.0,964.0,0.0,40.0,1.0,154.0,0.53,2.0,244.329
1.0,7.0,4.0,22.0,1.0,1.0,338.0,108.0,112.0,9.0,1677248997.0,0.76,1.0,534.0,0.56,1.0,1734221962.0,1483517177.0,28.0,0.0,967.0,1.0,21.0,1.0,279.0,0.6,6.0,437.763
1.0,5.0,8.0,5.0,0.0,1.0,483.0,84.0,59.0,1.0,2129044432.0,0.62,0.0,735.0,0.59,0.0,1847995114.0,1560005568.0,47.0,0.0,834.0,1.0,30.0,4.0,465.0,0.54,1.0,456.848
2.0,7.0,6.0,60.0,0.0,1.0,377.0,62.0,120.0,10.0,1616336275.0,0.77,1.0,789.0,0.71,1.0,1867102150.0,1408880988.0,61.0,0.0,577.0,0.0,48.0,1.0,135.0,0.54,9.0,267.67
1.0,2.0,6.0,47.0,0.0,1.0,296.0,125.0,36.0,9.0,1405341977.0,0.67,0.0,930.0,0.51,1.0,1977884519.0,1500619098.0,33.0,0.0,553.0,1.0,18.0,3.0,474.0,0.73,7.0,1007.581
3.0,4.0,7.0,62.0,0.0,0.0,481.0,53.0,95.0,9.0,1409524103.0,0.74,1.0,698.0,0.58,1.0,2008674484.0,1094287809.0,30.0,0.0,598.0,0.0,36.0,5.0,419.0,0.51,1.0,299.994
1.0,5.0,8.0,62.0,0.0,1.0,269.0,63.0,69.0,9.0,2012998551.0,0.75,0.0,824.0,0.81,1.0,1123389201.0,1381803161.0,30.0,0.0,966.0,0.0,34.0,2.0,134.0,0.77,1.0,524.434
3.0,4.0,8.0,41.0,1.0,1.0,271.0,42.0,52.0,9.0,1368609827.0,0.52,0.0,764.0,0.89,0.0,1546453620.0,1170715054.0,68.0,0.0,512.0,0.0,37.0,2.0,203.0,0.75,8.0,301.449
2.0,4.0,3.0,53.0,0.0,0.0,297.0,40.0,75.0,8.0,1824703126.0,0.83,1.0,865.0,0.88,0.0,1715853038.0,1741507811.0,70.0,0.0,928.0,0.0,39.0,2.0,471.0,0.51,4.0,398.264
1.0,3.0,3.0,28.0,0.0,0.0,436.0,99.0,116.0,3.0,1110272199.0,0.77,1.0,686.0,0.5,0.0,1510535742.0,1664123920.0,33.0,1.0,778.0,1.0,24.0,3.0,394.0,0.56,1.0,699.794
3.0,7.0,6.0,15.0,0.0,1.0,421.0,91.0,59.0,7.0,1634845695.0,0.59,1.0,778.0,0.71,1.0,1995279080.0,1736911117.0,26.0,1.0,973.0,0.0,45.0,5.0,283.0,0.74,1.0,212.414
1.0,3.0,5.0,36.0,0.0,0.0,319.0,61.0,46.0,4.0,1288925658.0,0.83,0.0,619.0,0.8,1.0,2008404681.0,1717956828.0,58.0,1.0,646.0,1.0,36.0,2.0,481.0,0.83,4.0,686.914
4.0,5.0,8.0,64.0,0.0,0.0,218.0,39.0,109.0,8.0,1704141131.0,0.65,1.0,933.0,0.58,0.0,1733481340.0,1225651347.0,63.0,0.0,614.0,1.0,27.0,1.0,308.0,0.84,8.0,261.086
2.0,8.0,5.0,26.0,0.0,1.0,458.0,96.0,39.0,7.0,1161351342.0,0.83,0.0,774.0,0.77,1.0,1272761165.0,1478097292.0,62.0,1.0,847.0,1.0,22.0,2.0,274.0,0.68,6.0,268.408
4.0,7.0,2.0,37.0,0.0,0.0,235.0,121.0,73.0,3.0,1746980066.0,0.62,0.0,779.0,0.8,1.0,1622005820.0,1284926750.0,44.0,1.0,813.0,0.0,42.0,1.0,494.0,0.57,4.0,166.137
4.0,2.0,3.0,35.0,0.0,0.0,379.0,61.0,83.0,7.0,2137492049.0,0.56,0.0,913.0,0.53,0.0,1351008107.0,1786029738.0,29.0,0.0,545.0,0.0,44.0,3.0,316.0,0.89,1.0,375.685
4.0,4.0,5.0,21.0,0.0,1.0,339.0,114.0,106.0,8.0,1518929293.0,0.58,0.0,642.0,0.81,0.0,1114182655.0,2044009205.0,26.0,1.0,930.0,0.0,45.0,4.0,451.0,0.72,6.0,259.997
1.0,5.0,6.0,28.0,1.0,1.0,282.0,33.0,38.0,3.0,1737430528.0,0.78,0.0,960.0,0.51,1.0,1077025796.0,1557728058.0,58.0,1.0,624.0,0.0,46.0,2.0,339.0,0.64,9.0,432.393
2.0,8.0,4.0,48.0,0.0,1.0,402.0,104.0,92.0,5.0,2105834469.0,0.66,1.0,548.0,0.72,0.0,1569438493.0,1842931761.0,61.0,1.0,979.0,1.0,33.0,1.0,493.0,0.83,10.0,326.349
1.0,5.0,7.0,19.0,0.0,1.0,210.0,86.0,68.0,9.0,1176482887.0,0.83,0.0,526.0,0.57,1.0,1328405627.0,1242518589.0,29.0,0.0,972.0,1.0,44.0,1.0,124.0,0.82,10.0,436.755
4.0,8.0,2.0,38.0,0.0,0.0,484.0,51.0,34.0,1.0,1468390838.0,0.54,1.0,732.0,0.79,0.0,1996137287.0,1088818837.0,51.0,0.0,569.0,1.0,20.0,4.0,420.0,0.54,4.0,190.183
3.0,7.0,8.0,15.0,1.0,0.0,269.0,80.0,121.0,8.0,1271405475.0,0.53,0.0,549.0,0.76,0.0,1145811286.0,1571728190.0,28.0,0.0,752.0,0.0,19.0,4.0,174.0,0.61,6.0,242.82
4.0,5.0,7.0,62.0,1.0,1.0,310.0,45.0,91.0,4.0,1642338403.0,0.54,0.0,601.0,0.67,0.0,1120068356.0,2122104326.0,59.0,1.0,825.0,0.0,18.0,4.0,377.0,0.64,6.0,199.133
3.0,3.0,4.0,7.0,1.0,0.0,480.0,54.0,43.0,3.0,1659305211.0,0.72,1.0,962.0,0.9,0.0,1277914882.0,2071400766.0,62.0,1.0,623.0,1.0,16.0,3.0,147.0,0.5,9.0,304.785
4.0,4.0,3.0,43.0,0.0,0.0,291.0,101.0,83.0,10.0,1116318034.0,0.71,0.0,964.0,0.73,1.0,2078052315.0,1894926096.0,63.0,0.0,649.0,0.0,25.0,3.0,428.0,0.83,6.0,256.03
4.0,7.0,6.0,46.0,0.0,1.0,427.0,74.0,49.0,3.0,1268840528.0,0.54,0.0,588.0,0.69,0.0,1688243533.0,1162125802.0,35.0,0.0,634.0,1.0,19.0,5.0,309.0,0.8,8.0,181.204
3.0,6.0,7.0,60.0,1.0,0.0,349.0,74.0,41.0,2.0,1640564051.0,0.63,0.0,689.0,0.68,1.0,1964890885.0,1877197994.0,72.0,1.0,698.0,0.0,40.0,5.0,499.0,0.54,9.0,340.45
2.0,7.0,6.0,43.0,1.0,0.0,201.0,71.0,85.0,6.0,1573451231.0,0.87,0.0,583.0,0.58,1.0,2107732033.0,1405751676.0,31.0,0.0,884.0,1.0,44.0,2.0,426.0,0.85,9.0,329.689
1.0,7.0,8.0,40.0,0.0,0.0,262.0,119.0,125.0,9.0,1884425455.0,0.86,0.0,640.0,0.8,1.0,2090021906.0,1555802714.0,69.0,1.0,762.0,1.0,35.0,3.0,443.0,0.79,2.0,394.887
2.0,2.0,5.0,23.0,0.0,0.0,442.0,38.0,37.0,5.0,1341440840.0,0.61,0.0,787.0,0.85,0.0,1128597344.0,1986792697.0,49.0,0.0,659.0,0.0,30.0,5.0,263.0,0.61,6.0,993.145
4.0,6.0,2.0,36.0,0.0,0.0,227.0,107.0,79.0,2.0,2096029508.0,0.55,0.0,802.0,0.6,1.0,1932639047.0,1357123481.0,58.0,0.0,555.0,0.0,43.0,1.0,473.0,0.51,7.0,210.406
2.0,2.0,3.0,32.0,0.0,1.0,340.0,43.0,53.0,1.0,1190624401.0,0.54,0.0,972.0,0.69,1.0,1341441559.0,2112576483.0,55.0,0.0,714.0,1.0,27.0,3.0,217.0,0.67,8.0,571.437
2.0,5.0,4.0,27.0,1.0,0.0,289.0,115.0,105.0,5.0,1979853080.0,0.69,1.0,640.0,0.69,0.0,2009226222.0,1938312471.0,41.0,1.0,887.0,1.0,27.0,1.0,154.0,0.71,10.0,393.042
2.0,2.0,7.0,62.0,1.0,1.0,443.0,47.0,103.0,10.0,1556508370.0,0.56,0.0,520.0,0.64,1.0,1309046687.0,1266395654.0,50.0,0.0,702.0,0.0,37.0,3.0,139.0,0.81,1.0,538.848
2.0,5.0,3.0,36.0,1.0,0.0,310.0,93.0,37.0,7.0,1092232268.0,0.79,1.0,716.0,0.86,1.0,1300316046.0,2037718357.0,69.0,1.0,958.0,0.0,20.0,5.0,362.0,0.76,2.0,380.524
4.0,6.0,2.0,22.0,1.0,0.0,314.0,76.0,126.0,3.0,1621980394.0,0.57,1.0,519.0,0.58,0.0,2050245032.0,1707559053.0,27.0,0.0,619.0,0.0,39.0,3.0,132.0,0.62,8.0,200.037
3.0,4.0,6.0,50.0,1.0,1.0,382.0,90.0,55.0,9.0,1860108739.0,0.66,1.0,768.0,0.51,0.0,2000426655.0,1342813363.0,67.0,0.0,982.0,0.0,23.0,1.0,335.0,0.87,1.0,512.638
4.0,8.0,4.0,34.0,1.0,1.0,334.0,128.0,46.0,10.0,1731106163.0,0.65,0.0,883.0,0.56,1.0,1996211565.0,1168999041.0,59.0,0.0,777.0,1.0,26.0,2.0,407.0,0.7,9.0,645.768
2.0,4.0,7.0,51.0,0.0,1.0,200.0,109.0,125.0,3.0,1794623842.0,0.55,1.0,933.0,0.64,0.0,2042817581.0,1664822792.0,64.0,1.0,853.0,0.0,16.0,2.0,202.0,0.52,4.0,489.313
2.0,2.0,4.0,4.0,1.0,1.0,385.0,115.0,107.0,7.0,1621020867.0,0.58,0.0,873.0,0.78,1.0,1114531586.0,1230779373.0,42.0,0.0,938.0,1.0,46.0,5.0,418.0,0.77,5.0,598.104
4.0,5.0,5.0,31.0,0.0,0.0,351.0,93.0,38.0,6.0,1210274922.0,0.64,0.0,616.0,0.84,0.0,1441529570.0,1388464085.0,67.0,1.0,891.0,0.0,34.0,3.0,159.0,0.68,9.0,199.375
3.0,2.0,6.0,14.0,0.0,0.0,436.0,123.0,54.0,6.0,2135234874.0,0.63,0.0,742.0,0.72,1.0,1161279008.0,1841626593.0,45.0,1.0,895.0,1.0,39.0,5.0,282.0,0.68,10.0,480.272
1.0,6.0,4.0,59.0,1.0,0.0,415.0,109.0,51.0,2.0,1188728225.0,0.72,0.0,588.0,0.55,1.0,1437689461.0,1687211984.0,60.0,0.0,955.0,0.0,38.0,2.0,130.0,0.77,10.0,422.387
3.0,4.0,4.0,39.0,0.0,0.0,310.0,100.0,60.0,5.0,1719217920.0,0.69,0.0,1011.0,0.78,0.0,1557014760.0,1253384071.0,39.0,0.0,683.0,1.0,27.0,5.0,306.0,0.77,3.0,977.583
1.0,6.0,4.0,26.0,1.0,0.0,248.0,78.0,115.0,7.0,1293443832.0,0.9,0.0,584.0,0.61,0.0,1432164849.0,1946788573.0,64.0,1.0,893.0,1.0,30.0,1.0,101.0,0.69,6.0,427.647
3.0,8.0,7.0,24.0,0.0,1.0,244.0,108.0,86.0,9.0,1159834156.0,0.86,1.0,682.0,0.75,1.0,1256703137.0,1421084170.0,29.0,1.0,776.0,1.0,35.0,3.0,411.0,0.69,9.0,224.822
4.0,2.0,7.0,5.0,1.0,0.0,455.0,99.0,111.0,2.0,1095218625.0,0.65,0.0,614.0,0.54,1.0,1694147503.0,2086991597.0,61.0,1.0,665.0,0.0,42.0,1.0,176.0,0.71,6.0,928.784
2.0,7.0,5.0,2.0,0.0,1.0,217.0,103.0,103.0,1.0,1971662493.0,0.84,1.0,779.0,0.79,1.0,1543130062.0,2012173451.0,38.0,1.0,662.0,1.0,40.0,4.0,371.0,0.59,9.0,325.86
1.0,5.0,6.0,34.0,1.0,0.0,351.0,94.0,64.0,9.0,1738087388.0,0.59,1.0,714.0,0.86,0.0,1180124933.0,1330152082.0,33.0,0.0,923.0,0.0,28.0,2.0,424.0,0.77,4.0,438.978
1.0,5.0,6.0,57.0,1.0,0.0,500.0,34.0,89.0,6.0,1642551843.0,0.8,1.0,777.0,0.6,1.0,2099927360.0,1362182347.0,50.0,0.0,920.0,1.0,34.0,4.0,258.0,0.66,1.0,793.525
3.0,6.0,6.0,6.0,0.0,0.0,406.0,39.0,92.0,1.0,1881804833.0,0.52,1.0,592.0,0.56,1.0,1182721627.0,1751353192.0,46.0,1.0,593.0,0.0,30.0,2.0,491.0,0.51,10.0,244.317
2.0,6.0,8.0,54.0,0.0,0.0,295.0,45.0,32.0,3.0,1920983801.0,0.77,0.0,532.0,0.77,0.0,1969559312.0,1832193085.0,37.0,0.0,705.0,1.0,36.0,2.0,465.0,0.88,10.0,325.409
3.0,5.0,8.0,42.0,1.0,0.0,227.0,85.0,123.0,4.0,1539917855.0,0.8,1.0,903.0,0.88,1.0,1948617316.0,1881434910.0,55.0,1.0,536.0,1.0,35.0,2.0,191.0,0.71,8.0,314.328
3.0,2.0,3.0,14.0,1.0,0.0,493.0,51.0,42.0,3.0,1167209814.0,0.57,1.0,897.0,0.62,1.0,1799290012.0,1786217163.0,36.0,0.0,624.0,1.0,40.0,4.0,328.0,0.7,1.0,993.466
3.0,3.0,7.0,15.0,0.0,0.0,352.0,71.0,77.0,8.0,1698670367.0,0.67,0.0,622.0,0.75,1.0,2096348432.0,1247299504.0,31.0,1.0,848.0,0.0,23.0,4.0,357.0,0.52,8.0,291.425
2.0,3.0,4.0,47.0,0.0,0.0,283.0,36.0,62.0,1.0,1302005051.0,0.81,0.0,939.0,0.6,0.0,1975367040.0,2055813683.0,49.0,1.0,952.0,1.0,39.0,3.0,337.0,0.81,3.0,414.13
3.0,5.0,8.0,26.0,1.0,0.0,471.0,69.0,113.0,5.0,1172883900.0,0.63,0.0,533.0,0.8,1.0,1346274813.0,2012118280.0,67.0,1.0,781.0,1.0,31.0,4.0,174.0,0.54,3.0,267.721
1.0,3.0,3.0,30.0,1.0,1.0,481.0,87.0,60.0,5.0,1178712620.0,0.65,0.0,789.0,0.63,1.0,2145531921.0,1183638951.0,49.0,0.0,528.0,0.0,21.0,2.0,187.0,0.61,2.0,694.108
4.0,2.0,5.0,28.0,1.0,1.0,485.0,115.0,60.0,4.0,1820898018.0,0.61,1.0,767.0,0.75,1.0,1142905688.0,1257581179.0,46.0,1.0,939.0,0.0,47.0,5.0,109.0,0.7,7.0,392.985
4.0,8.0,3.0,30.0,0.0,1.0,203.0,47.0,119.0,2.0,1864517030.0,0.74,0.0,890.0,0.66,1.0,1539714062.0,2102012456.0,25.0,1.0,833.0,1.0,38.0,2.0,243.0,0.65,4.0,175.81
2.0,7.0,5.0,40.0,1.0,0.0,278.0,105.0,39.0,5.0,1859788999.0,0.88,1.0,848.0,0.51,1.0,1524957664.0,1179743766.0,68.0,1.0,788.0,1.0,23.0,2.0,474.0,0.78,8.0,313.952
4.0,6.0,6.0,50.0,1.0,1.0,431.0,72.0,51.0,4.0,1913352946.0,0.51,0.0,767.0,0.73,1.0,1380821839.0,1249190311.0,66.0,0.0,796.0,0.0,30.0,5.0,430.0,0.69,2.0,202.058
2.0,6.0,2.0,41.0,1.0,1.0,305.0,101.0,121.0,6.0,1177336963.0,0.6,0.0,980.0,0.64,1.0,2026913012.0,1709243243.0,52.0,0.0,528.0,1.0,21.0,2.0,380.0,0.86,8.0,317.22
4.0,7.0,4.0,47.0,0.0,1.0,359.0,124.0,85.0,2.0,2097456953.0,0.84,0.0,637.0,0.72,1.0,1332284567.0,1856753117.0,52.0,0.0,847.0,0.0,28.0,5.0,189.0,0.82,10.0,169.215
2.0,5.0,8.0,42.0,1.0,1.0,296.0,119.0,77.0,1.0,1942273216.0,0.74,0.0,560.0,0.67,1.0,1674297614.0,1497115881.0,64.0,1.0,976.0,1.0,16.0,5.0,169.0,0.85,6.0,331.798
3.0,7.0,3.0,40.0,1.0,0.0,430.0,82.0,108.0,7.0,1744373787.0,0.84,1.0,959.0,0.68,0.0,1624852400.0,1738009947.0,65.0,1.0,784.0,1.0,26.0,3.0,181.0,0.8,8.0,832.557
4.0,4.0,8.0,49.0,0.0,1.0,485.0,34.0,123.0,1.0,1507256732.0,0.72,1.0,705.0,0.84,0.0,1763398622.0,1650138656.0,28.0,1.0,862.0,1.0,38.0,5.0,365.0,0.73,5.0,874.071
4.0,8.0,6.0,39.0,1.0,1.0,425.0,109.0,60.0,2.0,1986364963.0,0.82,0.0,706.0,0.74,1.0,1505436064.0,2080785964.0,50.0,1.0,821.0,0.0,45.0,2.0,420.0,0.83,5.0,221.293
