,target,spark.executor.cores,spark.executor.instances
1,202.15,2.0,8.0
2,207.942,2.0,8.0
3,209.646,3.0,6.0
4,210.039,3.0,6.0
5,210.803,2.0,8.0
6,211.437,3.0,6.0
7,211.907,2.0,8.0
8,212.629,2.0,8.0
9,255.69758160909018,1.0,4.0
10,255.69758160909018,2.817704178273225,7.483409634081303
11,255.69758160909018,2.0004999074094103,7.985481855473141
12,255.69758160909018,1.2020297905843607,7.70290077480703
13,255.69758160909018,1.8189114726454292,7.070828571068668
14,255.69758160909018,2.6053958925412974,7.4487082873320265
15,255.69758160909018,1.9048485135569033,7.4184085803142565
16,255.69758160909018,2.139004153170477,7.509570864573268
17,255.69758160909018,2.0605615329935802,7.783385677722547
18,255.69758160909018,1.6398275389510022,7.611787105804126
