spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryFraction,spark.storage.memoryMapThreshold,runtime,index
52.09843835,0.285576282,0.586833341,425.0065291,3.574941509,7.020328754,5.792228994,810.188359,62.9773757,96.39572392,6.705243618,1484021175,0.66432454,0.401479583,674.5005803,0.748767747,0.430247271,2119353842,1801524988,33.53135464,0.426701009,671.6731199,0.797638804,44.15994523,4.615367823,282.5439625,0.608083305,1.757100105,221.919,21
46.99610697,0.457404916,0.137662741,203.2666201,3.274834781,5.279811352,6.937533801,492.5754735,64.51597045,82.29402902,8.529348742,1571804951,0.549929017,0.312501378,770.3138149,0.769539603,0.770149956,1213688802,1098346758,48.91595147,0.809988711,506.3018835,0.672469845,37.97786325,2.796987014,332.9577373,0.757744434,1.015719513,294.243,22
33.84495383,0.631646627,0.707316603,384.0766084,2.944938268,4.679762857,3.597787196,637.4882965,116.0319417,49.65953039,6.777034712,1534304044,0.698915674,0.16151077,687.3296083,0.604752162,0.844526943,1933092028,1531842131,53.13674212,0.14546561,754.8066471,0.296947086,43.50883051,3.686393524,276.6948025,0.54990052,2.411763638,230.956,23
55.08170701,0.440347087,0.126735709,376.9470944,1.108204944,4.800728466,6.153204759,389.9637027,61.12118448,34.05209226,9.984909956,1698691346,0.617350511,0.928949462,771.6451449,0.681876891,0.587871506,1357357459,1401542638,41.83941968,0.244447999,792.2736331,0.695846134,18.30231105,4.884333279,300.6141312,0.822465265,3.254921212,553.737,24
48.75376975,0.951935168,0.887996494,355.4097685,2.118246406,6.841418313,4.822573699,682.3699573,127.0789949,106.29596,6.00565843,1169302656,0.573962236,0.526851876,725.5564381,0.820263863,0.933202338,1264722642,1997231486,69.95495646,0.959470607,518.9312939,0.057583506,16.18551657,2.250724625,161.1396825,0.617544994,2.068049458,267.914,25
35.36840085,0.172727463,0.12643089,433.490267,1.118234537,4.966233669,6.516265605,863.9447984,90.12051274,125.7188734,4.26070925,2092263579,0.624518433,0.79897284,927.042101,0.843999437,0.458550811,2073013630,1350652306,68.85338364,0.619119633,992.7224575,0.032643866,39.20533308,3.262216942,248.4848095,0.60368725,1.980492055,553.884,26
51.32632771,0.319297737,0.681204184,215.5897066,1.403639263,4.52096867,5.620805149,470.4389677,64.75009503,36.25391896,5.402406161,2109069305,0.703655761,0.151074518,779.7803682,0.877403754,0.865686014,1494719344,1378542247,60.56303341,0.240484325,627.1161773,0.084086354,43.65261103,2.791595662,262.3572521,0.794684383,3.389466601,527.235,27
43.79445983,0.292726562,0.413690736,264.4147087,1.956958019,4.487679256,6.852072958,632.4636236,120.6176655,103.6313735,6.746231726,1884010818,0.751209231,0.303758434,779.0895685,0.784924878,0.305313531,1087188117,1361786842,62.24378283,0.929993089,812.6655775,0.132807485,40.2422515,3.107621384,300.7738143,0.843444681,3.842624653,356.789,28
36.08778604,0.145928918,0.072264757,362.7620699,3.647458519,6.1271676,6.126861142,476.9077169,114.858681,49.99277799,4.328584756,1526313985,0.722041772,0.97074201,558.9779627,0.609567237,0.105107069,1492973191,1384065111,48.63841677,0.348256682,964.1140091,0.789947796,43.5523638,1.518003784,265.0140334,0.585913014,3.604715714,210.172,29
37.89622615,0.236808534,0.018362637,479.4216402,3.66136353,6.381864676,3.437470622,469.5565249,87.38819561,56.15906946,5.801030999,1257337791,0.575836688,0.463421154,773.055474,0.704631956,0.997138799,1212894272,1885673058,62.10032387,0.584882599,731.3690901,0.893426637,42.50176701,1.201163744,342.5967506,0.502935957,2.719396614,209.669,30
54.68045619,0.437941925,0.793804507,355.2538076,2.240794483,4.469767745,6.535644264,519.8674547,91.16102944,126.5196588,5.136508132,2110104035,0.761086147,0.128731605,907.2266988,0.880710311,0.56278055,1813072339,1102032643,71.4756329,0.31845712,511.9518897,0.80856415,47.14408166,3.95035404,150.5471612,0.525344205,2.752808216,398.855,31
56.75929547,0.078522915,0.884384117,479.2604889,3.559256537,4.469510416,5.260693927,732.8270543,117.2460886,41.19449881,8.894623507,1372259259,0.736914954,0.719795709,909.8338045,0.61786594,0.607376539,1382413471,2145676271,63.09626918,0.413977916,939.5710928,0.732501115,45.71990178,1.686442777,208.967001,0.53749467,1.953943095,252.266,32
39.38050899,0.744612409,0.501637202,411.610649,2.340093371,6.023762438,3.166140732,625.2294803,45.65960021,45.67960131,6.600102415,1692447339,0.637219478,0.16049159,891.6021335,0.885236629,0.733642286,1156488911,1976660083,27.24067442,0.436312049,964.4313997,0.263180104,20.0945015,4.048955088,335.7216243,0.630307368,1.697374294,252.266,33
32.02370921,0.735215554,0.02199251,250.5697047,1.031542025,4.596507995,5.750022101,730.0943195,67.62343104,102.1943191,9.083825233,1213711849,0.534962926,0.371921457,718.7884224,0.610561688,0.754168186,1419257125,1932890236,67.74280101,0.513149008,714.7110148,0.091594802,24.75767372,4.546591258,199.1888683,0.748475755,2.485022188,543.695,34
52.93766657,0.212546317,0.399949605,349.2913654,3.86471187,7.509780514,6.496198593,875.3240656,106.2515152,51.49374829,9.039324044,1252249222,0.855634832,0.338579796,659.4276679,0.7424892,0.060611546,2047720334,1482913370,61.9191922,0.710547435,852.074065,0.532626167,30.93361633,3.581591729,288.3154414,0.594327278,3.261424625,180.026,35
44.67199236,0.183864064,0.585274246,209.9890309,3.681932995,6.57764319,3.378177057,655.8278679,44.38153483,43.40680065,5.59329341,1892907923,0.779288378,0.558852134,642.6760288,0.707147507,0.929750994,1272726802,1862091024,65.86477904,0.669456208,601.8478343,0.129165996,32.48105572,1.521232725,315.1400002,0.709457811,1.874271062,203.845,36
48.41601965,0.000977808,0.70811304,421.7177746,3.919958789,6.652658427,4.976866904,420.2962953,83.2923226,45.61571783,8.814332574,1692376537,0.585165695,0.707055179,682.5003402,0.767639285,0.779551088,1166702223,1622055025,28.97636938,0.649461506,657.7489413,0.64350119,17.55372103,4.467985588,245.631851,0.817421275,1.679910935,215.385,37
59.25214766,0.151524881,0.890036638,397.4638669,3.088400988,6.256286657,6.758727993,508.1605924,107.5408912,79.54481277,9.34540124,1370307581,0.506098764,0.064891005,972.6131641,0.756460089,0.730268722,1615296080,1672432991,41.46693517,0.782635648,878.4326256,0.700006137,46.78055728,4.075353484,345.5845182,0.73611058,2.857777272,257.16,38
49.66113223,0.783621089,0.088169073,306.709905,1.899104916,6.276011991,5.040612821,769.5882413,49.9575592,87.34356863,7.86626445,1567520941,0.723190892,0.974326063,896.8562778,0.652394544,0.434016285,1839138801,1174364417,54.61479469,0.114358496,550.9239939,0.666668779,21.34719608,4.058873876,300.1180822,0.624808109,2.712593799,305.68,39
63.62443865,0.40154161,0.092233628,241.0324631,2.431216984,4.243791095,4.00754174,775.9361141,107.3918649,109.838704,4.277576869,1896709718,0.822738619,0.016049677,712.3599024,0.846230829,0.958474635,2061146151,1661065645,38.8762211,0.589264996,797.9952439,0.664551851,34.90608079,4.472221795,224.7955665,0.597606614,1.061459717,374.622,40
56.1556925,0.544375331,0.563522892,296.181186,2.537559301,7.031246789,3.007238502,620.9318054,118.7990279,113.5520205,5.325972607,1864269239,0.733949455,0.525536114,850.6595906,0.752827045,0.071417398,1521322765,1287735584,57.62800516,0.273310332,718.2097172,0.821625647,41.0580156,4.416640599,245.810769,0.870597896,1.094664064,249.334,41
54.84394108,0.696293607,0.348149226,304.6277856,1.228373709,4.350050706,3.199524269,420.7167459,68.96858388,110.3716527,6.047062599,1617181722,0.749394869,0.585288416,580.5440657,0.747765666,0.522356399,1880635322,1799245643,46.98997741,0.956134063,630.4582543,0.710647266,22.45254138,3.654472212,199.9031451,0.582498972,2.11051463,725.971,42
33.22897627,0.445628728,0.239929169,348.2046321,2.852427424,4.83619275,6.497709343,510.154579,100.5064775,113.8140798,9.594468774,2099947809,0.772080323,0.628519692,817.1344093,0.694048463,0.360431989,1096038414,1877622751,42.89641183,0.27933845,888.7655309,0.660265909,45.11349261,1.510458538,226.4717097,0.730953972,2.063492877,308.344,43
36.97232676,0.886526836,0.76575511,254.1153254,1.195468038,4.650926795,6.349622367,863.7415055,104.4900738,107.3220403,4.176306264,2012876939,0.772459826,0.349046644,767.7853385,0.88002304,0.054087719,1279577845,1234965061,49.83585167,0.235626257,538.3669934,0.514999246,42.76014264,3.727786531,157.3447368,0.518108014,2.614255435,578.93,44
63.69761695,0.801505614,0.253114833,209.5691788,3.858429386,6.227328029,5.210839692,407.3572673,93.34767878,80.00995249,8.825769731,1148419989,0.725172394,0.40868013,794.5055737,0.643385379,0.99937537,1557273370,1445067203,33.10682943,0.923527676,552.1470498,0.440343747,37.95841749,1.569622205,336.2992349,0.523549958,1.654298854,187.816,45
43.30444851,0.437873984,0.963036058,277.853889,3.157781285,7.404551678,5.967331217,490.760674,73.7895207,90.44094055,7.54933956,2095820710,0.643361331,0.531793318,715.9692396,0.745891723,0.46484612,2099687639,1834473983,47.94472611,0.492908428,624.2483208,0.215386328,28.28351106,2.077667027,209.6610364,0.585989943,2.292146212,198.4,46
54.59846757,0.059314742,0.664980668,256.553789,1.402554157,7.579488388,5.754311155,696.9472025,37.99339357,41.63556251,6.508863671,1907153748,0.503704317,0.464739233,614.5150919,0.857433273,0.598284818,1811997101,1940868193,52.2190046,0.847426552,735.2284531,0.174374254,36.52955797,4.905782977,220.0484108,0.821083129,3.03182056,362.767,47
49.70611049,0.206538819,0.424796597,341.781058,1.034452287,6.179779313,6.12960573,834.8308381,36.42013443,108.0105189,6.636333671,1830321121,0.743753272,0.914159805,859.9241941,0.581831259,0.989694056,1941711905,1128663757,71.53181931,0.08437383,707.987281,0.888049377,40.38761808,3.692188703,256.7381791,0.638790508,3.699832607,503.356,48
43.66034341,0.081405263,0.32830434,297.3289612,1.088742034,6.198269264,5.82697585,629.7609038,82.62122813,42.15819643,8.108465663,1579627066,0.59170786,0.85572151,801.3786424,0.899665016,0.077097046,1626720680,1400111625,65.35727384,0.161775012,500.6921408,0.442986809,37.66901979,4.871631986,274.0223556,0.576141708,2.0865166,472.343,49
38.49699752,0.023949832,0.058498208,235.7533672,2.35409344,7.582744467,3.415076364,875.7116449,120.5521731,44.09315356,7.369646215,1695138862,0.812594573,0.099377275,557.5983252,0.877884303,0.42547994,1953306713,1914471415,64.21921945,0.139751697,545.8658883,0.442851857,41.85930411,1.561252366,185.9490894,0.564239094,1.691861244,239.302,50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,总运行时长,,最优值,
,,,,,,,,,,,,,,,,,,,,,,,,,,16389.775,s,180.026,
,,,,,,,,,,,,,,,,,,,,,,,,,,273.1629167,min,,
,,,,,,,,,,,,,,,,,,,,,,,,,,4.552715278,h,,
