,target,spark.executor.cores,spark.executor.instances,spark.executor.memory
1,209.646,3.0,6.0,6.0
2,300.603,1.0,8.0,3.0
3,210.803,2.0,8.0,4.0
4,207.942,2.0,8.0,5.0
5,220.532,2.0,8.0,5.0
6,216.546,2.0,8.0,5.0
7,463.057,1.0,5.0,3.0
8,261.291,3.0,4.0,6.0
9,217.651,2.0,8.0,4.0
10,218.302,2.0,8.0,5.0
11,211.907,2.0,8.0,5.0
12,215.583,2.0,8.0,5.0
13,213.6132442426741,3.573892788471977,8.0,4.506880092222579
14,223.41137540909094,3.1900000000000004,7.185933482252053,6.62
15,217.24432970454552,2.738594309169911,7.978990559279998,4.275903119224895
16,304.7379272866021,1.0360999999999998,8.0,6.312200000000001
17,223.74200115176504,2.8675100000000002,6.989738065616262,5.308397101586646
18,213.6132442426741,2.7775976342441773,7.971047686836253,5.218502254088042
19,217.75653732359308,2.104198041159796,8.0,4.498204307958726
20,213.74420575824192,2.6324147900000003,8.0,5.86093442
21,226.35357875301088,2.373624332091806,7.272988712,5.774840978
22,214.25983695389343,2.3636367661470463,8.0,5.421267709796296
23,214.25983695389343,1.539614997053601,7.992458738943402,4.63538370676197
24,229.33782723744307,1.69714402202738,7.470008771048,4.66745909860855
25,214.25983695389343,1.6265653906528998,8.0,5.156220471160332
26,214.25983695389343,2.33609114841239,7.619928364626592,5.246394240610637
27,214.25983695389343,1.8304193506812683,7.624241251236243,5.299845958892422
