spark.broadcast.blockSize,spark.broadcast.checksum,spark.broadcast.compress,spark.default.parallelism,spark.executor.cores,spark.executor.instances,spark.executor.memory,spark.executor.memoryOverhead,spark.kryoserializer.buffer,spark.kryoserializer.buffer.max,spark.locality.wait,spark.maxRemoteBlockSizeFetchToMem,spark.memory.fraction,spark.memory.offHeap.enabled,spark.memory.offHeap.size,spark.memory.storageFraction,spark.rdd.compress,spark.reducer.maxBlocksInFlightPerAddress,spark.reducer.maxReqsInFlight,spark.reducer.maxSizeInFlight,spark.scheduler.mode,spark.scheduler.revive.interval,spark.shuffle.compress,spark.shuffle.file.buffer,spark.shuffle.io.numConnectionsPerPeer,spark.shuffle.sort.bypassMergeThreshold,spark.storage.memoryFraction,spark.storage.memoryMapThreshold,runtime,interations
49.97113497,0.078522915,0.884384117,479.2604889,6.559256537,8.704265625,11.39104089,1354.064688,117.2460886,41.19449881,8.341935261,1372259259,0.736914954,0.719795709,909.8338045,0.61786594,0.607376539,1382413471,2145676271,63.09626918,0.413977916,939.5710928,0.732501115,45.71990178,1.686442777,217.934002,0.53749467,3.861829285,256.614,27
16.29973617,0.744612409,0.501637202,411.610649,5.340093371,11.03564366,8.249211098,1054.843037,45.65960021,45.67960131,4.900153623,1692447339,0.637219478,0.16049159,891.6021335,0.885236629,0.733642286,1156488911,1976660083,27.24067442,0.436312049,964.4313997,0.263180104,20.0945015,4.048955088,471.4432486,0.630307368,3.092122881,685.422,28
2.045936604,0.735215554,0.02199251,250.5697047,4.031542025,8.894761993,12.12503315,1346.465136,67.62343104,102.1943191,8.625737849,1213711849,0.534962926,0.371921457,718.7884224,0.610561688,0.754168186,1419257125,1932890236,67.74280101,0.513149008,714.7110148,0.091594802,24.75767372,4.546591258,198.3777365,0.748475755,5.455066563,277.394,29
42.56672897,0.212546317,0.399949605,349.2913654,6.86471187,13.26467077,13.24429789,1750.339339,106.2515152,51.49374829,8.558986066,1252249222,0.855634832,0.338579796,659.4276679,0.7424892,0.060611546,2047720334,1482913370,61.9191922,0.710547435,852.074065,0.532626167,30.93361633,3.581591729,376.6308829,0.594327278,7.784273875,272.569,30
26.55198519,0.183864064,0.585274246,209.9890309,6.681932995,11.86646478,8.567265586,1139.935105,44.38153483,43.40680065,3.389940114,1892907923,0.779288378,0.558852134,642.6760288,0.707147507,0.929750994,1272726802,1862091024,65.86477904,0.669456208,601.8478343,0.129165996,32.48105572,1.521232725,430.2800003,0.709457811,3.622813187,994.005,31
33.80603807,0.000977808,0.70811304,421.7177746,6.919958789,11.97898764,10.96530036,484.9375678,83.2923226,45.61571783,8.221498861,1692376537,0.585165695,0.707055179,682.5003402,0.767639285,0.779551088,1166702223,1622055025,28.97636938,0.649461506,657.7489413,0.64350119,17.55372103,4.467985588,291.263702,0.817421275,3.039732804,272.027,32
54.80103609,0.151524881,0.890036638,397.4638669,6.088400988,11.38442999,13.63809199,729.2822966,107.5408912,79.54481277,9.018101861,1370307581,0.506098764,0.064891005,972.6131641,0.756460089,0.730268722,1615296080,1672432991,41.46693517,0.782635648,878.4326256,0.700006137,46.78055728,4.075353484,491.1690365,0.73611058,6.573331816,285.631,33
36.2184437,0.783621089,0.088169073,306.709905,4.899104916,11.41401799,11.06091923,1456.295089,49.9575592,87.34356863,6.799396675,1567520941,0.723190892,0.974326063,896.8562778,0.652394544,0.434016285,1839138801,1174364417,54.61479469,0.114358496,550.9239939,0.666668779,21.34719608,4.058873876,400.2361644,0.624808109,6.137781397,272.536,34
63.27234987,0.40154161,0.092233628,241.0324631,5.431216984,8.365686643,9.511312609,1473.948098,107.3918649,109.838704,1.416365304,1896709718,0.822738619,0.016049677,712.3599024,0.846230829,0.958474635,2061146151,1661065645,38.8762211,0.589264996,797.9952439,0.664551851,34.90608079,4.472221795,249.591133,0.597606614,1.184379152,436.145,35
48.80165423,0.544375331,0.563522892,296.181186,5.537559301,12.54687018,8.010857753,1042.891491,118.7990279,113.5520205,2.988958911,1864269239,0.733949455,0.525536114,850.6595906,0.752827045,0.071417398,1521322765,1287735584,57.62800516,0.273310332,718.2097172,0.821625647,41.0580156,4.416640599,291.6215381,0.870597896,1.283992193,929.46,36
46.26013585,0.696293607,0.348149226,304.6277856,4.228373709,8.525076059,8.299286404,486.1068126,68.96858388,110.3716527,4.070593899,1617181722,0.749394869,0.585288416,580.5440657,0.747765666,0.522356399,1880635322,1799245643,46.98997741,0.956134063,630.4582543,0.710647266,22.45254138,3.654472212,199.8062903,0.582498972,4.331543891,929.46,37
4.38114153,0.445628728,0.239929169,348.2046321,5.852427424,9.254289125,13.24656401,734.8274399,100.5064775,113.8140798,9.391703161,2099947809,0.772080323,0.628519692,817.1344093,0.694048463,0.360431989,1096038414,1877622751,42.89641183,0.27933845,888.7655309,0.660265909,45.11349261,1.510458538,252.9434194,0.730953972,4.19047863,272.563,38
11.6338831,0.886526836,0.76575511,254.1153254,4.195468038,8.976390193,13.02443355,1718.129014,104.4900738,107.3220403,1.264459397,2012876939,0.772459826,0.349046644,767.7853385,0.88002304,0.054087719,1279577845,1234965061,49.83585167,0.235626257,538.3669934,0.514999246,42.76014264,3.727786531,114.6894735,0.518108014,5.842766304,267.443,39
63.41413283,0.801505614,0.253114833,209.5691788,6.858429386,11.34099204,11.31625954,448.954997,93.34767878,80.00995249,8.238654596,1148419989,0.725172394,0.40868013,794.5055737,0.643385379,0.99937537,1557273370,1445067203,33.10682943,0.923527676,552.1470498,0.440343747,37.95841749,1.569622205,472.5984698,0.523549958,2.962896561,296.141,40
23.90236899,0.437873984,0.963036058,277.853889,6.157781285,13.10682752,12.45099683,680.8942881,73.7895207,90.44094055,6.32400934,2095820710,0.643361331,0.531793318,715.9692396,0.745891723,0.46484612,2099687639,1834473983,47.94472611,0.492908428,624.2483208,0.215386328,28.28351106,2.077667027,219.3220728,0.585989943,4.876438635,303.844,41
45.78453091,0.059314742,0.664980668,256.553789,4.402554157,13.36923258,12.13146673,1254.285222,37.99339357,41.63556251,4.763295506,1907153748,0.503704317,0.464739233,614.5150919,0.857433273,0.598284818,1811997101,1940868193,52.2190046,0.847426552,735.2284531,0.174374254,36.52955797,4.905782977,240.0968217,0.821083129,7.09546168,388.153,42
36.30558908,0.206538819,0.424796597,341.781058,4.034452287,11.26966897,12.6944086,1637.730383,36.42013443,108.0105189,4.954500506,1830321121,0.743753272,0.914159805,859.9241941,0.581831259,0.989694056,1941711905,1128663757,71.53181931,0.08437383,707.987281,0.888049377,40.38761808,3.692188703,313.4763582,0.638790508,9.09949782,269.513,43
24.59191535,0.081405263,0.32830434,297.3289612,4.088742034,11.2974039,12.24046378,1067.444623,82.62122813,42.15819643,7.162698495,1579627066,0.59170786,0.85572151,801.3786424,0.899665016,0.077097046,1626720680,1400111625,65.35727384,0.161775012,500.6921408,0.442986809,37.66901979,4.871631986,348.0447111,0.576141708,4.2595498,367.503,44
14.5879327,0.023949832,0.058498208,235.7533672,5.35409344,13.3741167,8.622614546,1751.417171,120.5521731,44.09315356,6.054469323,1695138862,0.812594573,0.099377275,557.5983252,0.877884303,0.42547994,1953306713,1914471415,64.21921945,0.139751697,545.8658883,0.442851857,41.85930411,1.561252366,171.8981788,0.564239094,3.075583731,892.656,45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,总运行时间,,,最优值
,,,,,,,,,,,,,,,,,,,,,,,,,,21804.312,s,,256.614
,,,,,,,,,,,,,,,,,,,,,,,,,,363.4052,min,,
,,,,,,,,,,,,,,,,,,,,,,,,,,6.056753333,h,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,日志显示优化时间,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,26859,s,,
,,,,,,,,,,,,,,,,,,,,,,,,,,447.65,min,,
,,,,,,,,,,,,,,,,,,,,,,,,,,7.460833333,h,,
