spark.reducer.maxReqsInFlight,spark.scheduler.revive.interval,spark.shuffle.sort.bypassMergeThreshold,spark.kryoserializer.buffer,spark.default.parallelism,runtime
208.15737877609968,91.84574549376757,18981180.096117076,16.45465129725173,221.76133547400983,492.2532447736603
211.42812704991894,93.3865891097844,21537373.529429883,16.64232545675402,237.03014930279826,492.2532447736603
219.02568176723597,93.46399558019891,11466896.481055329,16.829316781691745,226.72708235398576,492.2532447736603
216.08391488575742,92.27660992486574,15506095.361158483,16.375497745058063,238.54994906738594,492.2532447736603
213.66224338063589,91.74344915749928,14310070.22294211,16.183719989305597,225.50547802690346,492.2532447736603
